,name,lookup_value
8665,RUBUS RAPPII WHOLE,RUBUS ALLEGHENIENSIS
8666,RUBUS SEPAR WHOLE,RUBUS ALLEGHENIENSIS
8667,RUBUS NIGROBACCUS WHOLE,RUBUS ALLEGHENIENSIS
8668,RUBUS AVIPES WHOLE,RUBUS ALLEGHENIENSIS
8669,ALLEGHENY BLACKBERRY WHOLE,RUBUS ALLEGHENIENSIS
8670,RUBUS MONTANUS WHOLE,RUBUS ALLEGHENIENSIS
8671,RUBUS NUPERUS WHOLE,RUBUS ALLEGHENIENSIS
8672,RUBUS FLORICOMUS WHOLE,RUBUS ALLEGHENIENSIS
8673,RUBUS LATENS WHOLE,RUBUS ALLEGHENIENSIS
8674,RUBUS ALLEGHENIENSIS WHOLE,RUBUS ALLEGHENIENSIS
8675,RUBUS ALLEGHENIENSIS PORTER,RUBUS ALLEGHENIENSIS
8676,RUBUS ALLEGHANIENSIS WHOLE,RUBUS ALLEGHENIENSIS
8677,RUBUS CONGRUUS WHOLE,RUBUS ALLEGHENIENSIS
8678,RUBUS NIGROBACCATUS WHOLE,RUBUS ALLEGHENIENSIS
8679,RUBUS PAULUS WHOLE,RUBUS ALLEGHENIENSIS
8680,RUBUS BRACTEALIS WHOLE,RUBUS ALLEGHENIENSIS
8681,RUBUS CAMPESTRIS WHOLE,RUBUS ALLEGHENIENSIS
8682,RUBUS PAR WHOLE,RUBUS ALLEGHENIENSIS
8683,RUBUS SUBERECTUS WHOLE,RUBUS CANADENSIS
8684,RUBUS FORESTALIS WHOLE,RUBUS CANADENSIS
8685,RUBUS CANADENSIS L.,RUBUS CANADENSIS
8686,RUBUS ILLUSTRIS WHOLE,RUBUS CANADENSIS
8687,SELNORITION CANADENSIS WHOLE,RUBUS CANADENSIS
8688,SMOOTH BLACKBERRY WHOLE,RUBUS CANADENSIS
8689,RUBUS LAETABILIS WHOLE,RUBUS CANADENSIS
8690,RUBUS IRREGULARIS WHOLE,RUBUS CANADENSIS
8691,RUBUS RANDII WHOLE,RUBUS CANADENSIS
8692,RUBUS AMNICOLA WHOLE,RUBUS CANADENSIS
8693,RUBUS MILLSPAUGHII WHOLE,RUBUS CANADENSIS
8694,RUBUS PERGRATUS WHOLE,RUBUS CANADENSIS
8695,RUBUS CANADENSIS WHOLE,RUBUS CANADENSIS
8696,RUBUS BESSEYI WHOLE,RUBUS CANADENSIS
8697,RUBUS ORARIUS WHOLE,RUBUS CANADENSIS
8698,RUBUS CUNEIFOLIUS WHOLE,RUBUS CUNEIFOLIUS
8699,SAND BLACKBERRY WHOLE,RUBUS CUNEIFOLIUS
8700,RUBUS CHAPMANII WHOLE,RUBUS CUNEIFOLIUS
8701,RUBUS DIXIENSIS WHOLE,RUBUS CUNEIFOLIUS
8702,RUBUS CUNEIFOLIUS PURSH,RUBUS CUNEIFOLIUS
8703,RUBUS TRACYI WHOLE,RUBUS FLAGELLARIS
8704,RUBUS BAILEYANUS WHOLE,RUBUS FLAGELLARIS
8705,AMERICAN DEWBERRY WHOLE,RUBUS FLAGELLARIS
8706,RUBUS CLAUSENII WHOLE,RUBUS FLAGELLARIS
8707,RUBUS ASCENDENS WHOLE,RUBUS FLAGELLARIS
8708,RUBUS OCCULTUS WHOLE,RUBUS FLAGELLARIS
8709,RUBUS LONGIPES WHOLE,RUBUS FLAGELLARIS
8710,RUBUS SERENUS WHOLE,RUBUS FLAGELLARIS
8711,RUBUS SAILORI WHOLE,RUBUS FLAGELLARIS
8712,RUBUS BONUS WHOLE,RUBUS FLAGELLARIS
8713,RUBUS FLAGELLARIS WHOLE,RUBUS FLAGELLARIS
8714,RUBUS CAMURUS WHOLE,RUBUS FLAGELLARIS
8715,RUBUS TETRICUS WHOLE,RUBUS FLAGELLARIS
8716,RUBUS ENSLENII WHOLE,RUBUS FLAGELLARIS
8717,RUBUS CONNIXUS WHOLE,RUBUS FLAGELLARIS
8718,RUBUS FLAGELLARIS WILLD.,RUBUS FLAGELLARIS
8719,RUBUS DISSITIFLORUS WHOLE,RUBUS FLAGELLARIS
8720,RUBUS GEOPHILUS WHOLE,RUBUS FLAGELLARIS
8721,RUBUS ALACER WHOLE,RUBUS FLAGELLARIS
8722,RUBUS SUBUNIFLORUS WHOLE,RUBUS FLAGELLARIS
8723,RUBUS EXEMPTUS WHOLE,RUBUS FLAGELLARIS
8724,WHIPLASH DEWBERRY WHOLE,RUBUS FLAGELLARIS
8725,RUBUS PROCUMBENS WHOLE,RUBUS FLAGELLARIS
8726,RUBUS NEONEFRENS WHOLE,RUBUS FLAGELLARIS
8727,NORTHERN DEWBERRY WHOLE,RUBUS FLAGELLARIS
8728,RUBUS ASHEI WHOLE,RUBUS FLAGELLARIS
8729,RUBUS MALTEI WHOLE,RUBUS FLAGELLARIS
8730,RUBUS CORDIALIS WHOLE,RUBUS FLAGELLARIS
8731,RUBUS FRUSTRATUS WHOLE,RUBUS FLAGELLARIS
8732,RUBUS SUBINIFLORUS WHOLE,RUBUS FLAGELLARIS
8733,RUBUS ARUNDELANUS WHOLE,RUBUS FLAGELLARIS
8734,RUBUS LACINIATUS (WESTON) WILLD.,RUBUS LACINIATUS
8735,BLACKBERRY (RUBUS LACINIATUS) [HOC],RUBUS LACINIATUS
8736,CUTLEAF BLACKBERRY WHOLE,RUBUS LACINIATUS
8737,RUBUS LACINIATUS WHOLE,RUBUS LACINIATUS
8738,RUBUS PARVIFOLIUS WHOLE,RUBUS PARVIFOLIUS
8739,SMALL-LEAF BRAMBLE WHOLE,RUBUS PARVIFOLIUS
8740,RUBUS THUNBERGII WHOLE,RUBUS PARVIFOLIUS
8741,TRAILING RASPBERRY WHOLE,RUBUS PARVIFOLIUS
8742,MAO MEI WHOLE,RUBUS PARVIFOLIUS
8743,THREELEAF BLACKBERRY WHOLE,RUBUS PARVIFOLIUS
8744,RUBUS PARVIFOLIUS L.,RUBUS PARVIFOLIUS
8745,RUBUS PARVIFOLIUS [WHO-DD],RUBUS PARVIFOLIUS
8746,RUBUS HOATIENSIS WHOLE,RUBUS PARVIFOLIUS
8747,NATIVE RASPBERRY WHOLE,RUBUS PARVIFOLIUS
8748,RUBUS MUNDTII WHOLE,RUBUS RIGIDUS
8749,RUBUS RIGIDIUSCULUS WHOLE,RUBUS RIGIDUS
8750,RUBUS INEDULIS WHOLE,RUBUS RIGIDUS
8751,DYCTISPERMA RIGIDUS WHOLE,RUBUS RIGIDUS
8752,RUBUS RIGIDUS WHOLE,RUBUS RIGIDUS
8753,RUBUS DISCOLOR WHOLE,RUBUS RIGIDUS
8754,RUBUS ATROCOERULEUS WHOLE,RUBUS RIGIDUS
8755,RUBUS CHRYSOCARPUS WHOLE,RUBUS RIGIDUS
8756,RUBUS RIGIDUS SM.,RUBUS RIGIDUS
8757,RUBUS TRIVIALIS MICHX.,RUBUS TRIVIALIS
8758,RUBUS MISSISSIPPIANUS WHOLE,RUBUS TRIVIALIS
8759,RUBUS CONTINENTALIS WHOLE,RUBUS TRIVIALIS
8760,RUBUS RUBRISETUS WHOLE,RUBUS TRIVIALIS
8761,RUBUS OKEECHOBEUS WHOLE,RUBUS TRIVIALIS
8762,SOUTHERN DEWBERRY WHOLE,RUBUS TRIVIALIS
8763,RUBUS TALLAHASSEANUS WHOLE,RUBUS TRIVIALIS
8764,RUBUS TRIVIALIS WHOLE,RUBUS TRIVIALIS
8765,RUBUS CARPINIFOLIUS WHOLE,RUBUS TRIVIALIS
8766,RUBUS SANGUINOLENTUS WHOLE,RUBUS TRIVIALIS
8767,PARMENA MENZIESII WHOLE,RUBUS URSINUS
8768,RUBUS URSINUS CHAM. & SCHLTDL.,RUBUS URSINUS
8769,CALIFORNIA BLACKBERRY WHOLE,RUBUS URSINUS
8770,RUBUS VITIFOLIUS SUBSP. URSINUS WHOLE,RUBUS URSINUS
8771,RUBUS MENZIESII WHOLE,RUBUS URSINUS
8772,RUBUS VITIFOLIUS SUBSP. URSINUS [WHO-DD],RUBUS URSINUS
8773,RUBUS URSINUS WHOLE,RUBUS URSINUS
8774,BLACK-EYED SUSAN WHOLE,RUDBECKIA HIRTA
8775,HELIANTHUS HIRTUS WHOLE,RUDBECKIA HIRTA
8776,COREOPSIS HIRTA WHOLE,RUDBECKIA HIRTA
8777,BLACKEYED SUSAN WHOLE,RUDBECKIA HIRTA
8778,RUDBECKIA AMPLECTENS WHOLE,RUDBECKIA HIRTA
8779,YELLOW OX-EYE DAISY WHOLE,RUDBECKIA HIRTA
8780,RUDBECKIA BRITTONII WHOLE,RUDBECKIA HIRTA
8781,RUDBECKIA HIRTA L.,RUDBECKIA HIRTA
8782,GLORIOSA DAISY WHOLE,RUDBECKIA HIRTA
8783,RUDBECKIA MONTICOLA WHOLE,RUDBECKIA HIRTA
8784,RUDBECKIA HIRTA WHOLE,RUDBECKIA HIRTA
8785,RUDBECKIA HIRTA [WHO-DD],RUDBECKIA HIRTA
8786,BROWN-EYED SUSAN WHOLE,RUDBECKIA HIRTA
8787,CENTROCARPHA GRACILIS WHOLE,RUDBECKIA HIRTA
8788,CENTROCARPHA HIRTA WHOLE,RUDBECKIA HIRTA
8789,RUMEX ELONGATUS WHOLE,RUMEX CRISPUS
8790,SOUR DOCK WHOLE,RUMEX CRISPUS
8791,RUMEX CRISPUS WHOLE,RUMEX CRISPUS
8792,CURLED DOCK WHOLE,RUMEX CRISPUS
8793,RUMEX ODONTOCARPUS WHOLE,RUMEX CRISPUS
8794,YELLOW DOCK [HOC],RUMEX CRISPUS
8795,LAPATHUM CRISPUM WHOLE,RUMEX CRISPUS
8796,RUMEX LINGULATUS WHOLE,RUMEX CRISPUS
8797,CURLY DOCK WHOLE,RUMEX CRISPUS
8798,RUMEX FAURIEI WHOLE,RUMEX CRISPUS
8799,RUMEX CRISPUS L.,RUMEX CRISPUS
8800,YELLOW DOCK WHOLE,RUMEX CRISPUS
8801,RHEUM CRISPUM WHOLE,RUMEX CRISPUS
8802,RUMEX COREANUS WHOLE,RUMEX CRISPUS
8803,RUMEX VENOSUS PURSH,RUMEX VENOSUS
8804,LAPATHUM VENOSUM WHOLE,RUMEX VENOSUS
8805,VEINY DOCK WHOLE,RUMEX VENOSUS
8806,RUMEX VENOSUS WHOLE,RUMEX VENOSUS
8807,RUSCUS PARASITICUS WHOLE,RUSCUS ACULEATUS
8808,RUSCUS FLEXUOSUS WHOLE,RUSCUS ACULEATUS
8809,RUSCUS ACULEATUS WHOLE,RUSCUS ACULEATUS
8810,RUSCUS LAXUS WHOLE,RUSCUS ACULEATUS
8811,RUSCUS PONTICUS WHOLE,RUSCUS ACULEATUS
8812,BUTCHER'S BROOM WHOLE,RUSCUS ACULEATUS
8813,RUSCUS ACULEATUS [WHO-DD],RUSCUS ACULEATUS
8814,RUSCUS ACULEATUS L.,RUSCUS ACULEATUS
8815,OXYMYRSINE PUNGENS WHOLE,RUSCUS ACULEATUS
8816,BOX HOLLY WHOLE,RUSCUS ACULEATUS
8817,RUSCUS DUMOSUS WHOLE,RUSCUS ACULEATUS
8818,BUTCHER'S BROOM [HOC],RUSCUS ACULEATUS
8819,EGYPTIAN RUE WHOLE,RUTA CHALEPENSIS
8820,RUTA FUMARIIFOLIA WHOLE,RUTA CHALEPENSIS
8821,FRINGED RUE [HOC],RUTA CHALEPENSIS
8822,FRINGED RUE WHOLE,RUTA CHALEPENSIS
8823,RUTA CHALEPENSIS L.,RUTA CHALEPENSIS
8824,RUTA BRACTEOSA WHOLE,RUTA CHALEPENSIS
8825,RUTA CHALEPENSIS WHOLE,RUTA CHALEPENSIS
8826,COMMON RUE WHOLE,RUTA GRAVEOLENS
8827,RUTA ALTERA WHOLE,RUTA GRAVEOLENS
8828,RUTA GRAVEOLENS L.,RUTA GRAVEOLENS
8829,RUTA CILIATA WHOLE,RUTA GRAVEOLENS
8830,YUN XIANG,RUTA GRAVEOLENS
8831,CHOU CAO,RUTA GRAVEOLENS
8832,RUTA OFFICINALIS WHOLE,RUTA GRAVEOLENS
8833,HERB-OF-GRACE WHOLE,RUTA GRAVEOLENS
8834,RUE [HOC],RUTA GRAVEOLENS
8835,RUTA DIVERSIFOLIA WHOLE,RUTA GRAVEOLENS
8836,RUTA SUBTRIPINNATA WHOLE,RUTA GRAVEOLENS
8837,RUE WHOLE,RUTA GRAVEOLENS
8838,RUTA CRITHMIFOLIA WHOLE,RUTA GRAVEOLENS
8839,RUTA HORTENSIS WHOLE,RUTA GRAVEOLENS
8840,RUTA HOLOPETALA WHOLE,RUTA GRAVEOLENS
8841,RUTA DIVARICATA WHOLE,RUTA GRAVEOLENS
8842,RUTA MACROPHYLLA WHOLE,RUTA GRAVEOLENS
8843,RUTA GRAVEOLENS WHOLE,RUTA GRAVEOLENS
8844,SABAL MINIMA WHOLE,SABAL MINOR
8845,CHAMAEROPS ARUNDINACEA WHOLE,SABAL MINOR
8846,SABAL ADIANTINA WHOLE,SABAL MINOR
8847,CORYPHA MINOR WHOLE,SABAL MINOR
8848,CHAMAEROPS SABALOIDES WHOLE,SABAL MINOR
8849,CHAMAEROPS GLABRA WHOLE,SABAL MINOR
8850,SABAL FLORIBUNDA WHOLE,SABAL MINOR
8851,CHAMAEROPS LOUISIANA WHOLE,SABAL MINOR
8852,CORYPHA PUMILA WHOLE,SABAL MINOR
8853,SABAL MINOR WHOLE,SABAL MINOR
8854,RHAPIS ARUNDINACEA WHOLE,SABAL MINOR
8855,SABAL PUMILA WHOLE,SABAL MINOR
8856,SABAL GLABRA WHOLE,SABAL MINOR
8857,SABAL SPECIOSA WHOLE,SABAL MINOR
8858,CHAMAEROPS ACAULIS WHOLE,SABAL MINOR
8859,SABAL LOUISIANA WHOLE,SABAL MINOR
8860,SABAL DEERINGIANA WHOLE,SABAL MINOR
8861,SABAL CAROLINIANA WHOLE,SABAL MINOR
8862,BRAHEA MINIMA WHOLE,SABAL MINOR
8863,RHAPIS ACAULIS WHOLE,SABAL MINOR
8864,DWARF PALMETTO WHOLE,SABAL MINOR
8865,SABAL MINOR (JACQ.) PERS.,SABAL MINOR
8866,SALIX DEPENDENS WHOLE,SALIX BABYLONICA
8867,SALIX JEHOLENSIS WHOLE,SALIX BABYLONICA
8868,SALIX CAPITATA WHOLE,SALIX BABYLONICA
8869,SALIX COMOSA WHOLE,SALIX BABYLONICA
8870,SALIX MATSUDANA WHOLE,SALIX BABYLONICA
8871,SALIX OHSIDARE WHOLE,SALIX BABYLONICA
8872,SALIX CANTONIENSIS WHOLE,SALIX BABYLONICA
8873,SALIX YUHKII WHOLE,SALIX BABYLONICA
8874,SALIX LENTA WHOLE,SALIX BABYLONICA
8875,SALIX COCHLEATA WHOLE,SALIX BABYLONICA
8876,PEKING WILLOW WHOLE,SALIX BABYLONICA
8877,WEEPING WILLOW [HOC],SALIX BABYLONICA
8878,BABYLON WEEPING WILLOW WHOLE,SALIX BABYLONICA
8879,FICUS SALIX WHOLE,SALIX BABYLONICA
8880,SALIX PSEUDOLASIOGYNE WHOLE,SALIX BABYLONICA
8881,BABYLON WILLOW WHOLE,SALIX BABYLONICA
8882,SALIX PSEUDOMATSUDANA WHOLE,SALIX BABYLONICA
8883,SALIX NEOLASIOGYNE WHOLE,SALIX BABYLONICA
8884,SALIX SUBFRAGILIS WHOLE,SALIX BABYLONICA
8885,SALIX BABYLONICA [WHO-DD],SALIX BABYLONICA
8886,SALIX PERPENDENS WHOLE,SALIX BABYLONICA
8887,SALIX NAPOLEONIS WHOLE,SALIX BABYLONICA
8888,SALIX MATSUDANA [WHO-DD],SALIX BABYLONICA
8889,SALIX CHINENSIS WHOLE,SALIX BABYLONICA
8890,SALIX PSEUDOGILGIANA WHOLE,SALIX BABYLONICA
8891,SALIX LASIOGYNE WHOLE,SALIX BABYLONICA
8892,SALIX BABYLONICA L.,SALIX BABYLONICA
8893,WEEPING WILLOW WHOLE,SALIX BABYLONICA
8894,SALIX PINGLIENSIS WHOLE,SALIX BABYLONICA
8895,SALIX JISHIENSIS WHOLE,SALIX BABYLONICA
8896,SALIX BABYLONICA WHOLE,SALIX BABYLONICA
8897,SALIX NAPOLEONA WHOLE,SALIX BABYLONICA
8898,SALIX ANNULARIS WHOLE,SALIX BABYLONICA
8899,SALIX ARGUTA WHOLE,SALIX LUCIDA
8900,PACIFIC WILLOW [HOC],SALIX LUCIDA
8901,SALIX LANCIFOLIA WHOLE,SALIX LUCIDA
8902,SALIX LASIANDRA WHOLE,SALIX LUCIDA
8903,SALIX LYALLII WHOLE,SALIX LUCIDA
8904,SHINING WILLOW WHOLE,SALIX LUCIDA
8905,BAY WILLOW WHOLE,SALIX LUCIDA
8906,SALIX LUCIDA SUBSP. LASIANDRA WHOLE,SALIX LUCIDA
8907,SALIX MARGINATA WHOLE,SALIX NIGRA
8908,SALIX FLAVOVIRENS WHOLE,SALIX NIGRA
8909,AMERINA HOUSTONIANA WHOLE,SALIX NIGRA
8910,BLACK WILLOW WHOLE,SALIX NIGRA
8911,PLEIARINA NIGRA WHOLE,SALIX NIGRA
8912,BLACK WILLOW [HOC],SALIX NIGRA
8913,SALIX FALCATA WHOLE,SALIX NIGRA
8914,SALIX NIGRA WHOLE,SALIX NIGRA
8915,SALIX TESTACEA WHOLE,SALIX NIGRA
8916,SALIX GONGYLOCARPA WHOLE,SALIX NIGRA
8917,SALIX VULGARIS WHOLE,SALIX NIGRA
8918,SALIX LIGUSTRINA WHOLE,SALIX NIGRA
8919,SALIX HOUSTONIANA WHOLE,SALIX NIGRA
8920,SALIX DENUDATA WHOLE,SALIX NIGRA
8921,AMERINA NIGRA WHOLE,SALIX NIGRA
8922,AMERINA BALDUINIANA WHOLE,SALIX NIGRA
8923,SALIX TRISTIS WHOLE,SALIX NIGRA
8924,SALIX NIGRA MARSHALL,SALIX NIGRA
8925,SALIX PYRIFOLIA WHOLE,SALIX PYRIFOLIA
8926,SALIX COLUMBIAE WHOLE,SALIX PYRIFOLIA
8927,SALIX PYRIFOLIA ANDERSSON,SALIX PYRIFOLIA
8928,BALSAM WILLOW WHOLE,SALIX PYRIFOLIA
8929,SALIX BALSAMIFERA WHOLE,SALIX PYRIFOLIA
8930,SALIX AURICULATA WHOLE,SALIX TRIANDRA
8931,FRENCH WILLOW WHOLE,SALIX TRIANDRA
8932,SALIX HOFFMANNIANA WHOLE,SALIX TRIANDRA
8933,NESTYLIX AMYGDALINA WHOLE,SALIX TRIANDRA
8934,NESTYLIX HOPPEANA WHOLE,SALIX TRIANDRA
8935,SALIX TENUIFLORA WHOLE,SALIX TRIANDRA
8936,SALIX LANCEOLATA WHOLE,SALIX TRIANDRA
8937,SALIX TREVIRANI WHOLE,SALIX TRIANDRA
8938,SALIX SPECTABILIS WHOLE,SALIX TRIANDRA
8939,SALIX AMYGDALIFOLIA WHOLE,SALIX TRIANDRA
8940,SALIX KOVATSII WHOLE,SALIX TRIANDRA
8941,SALIX SEROTINA WHOLE,SALIX TRIANDRA
8942,SALIX ARMENA WHOLE,SALIX TRIANDRA
8943,NESTYLIX VILLARSIANA WHOLE,SALIX TRIANDRA
8944,SALIX AMIGDALINA WHOLE,SALIX TRIANDRA
8945,SALIX VARIA WHOLE,SALIX TRIANDRA
8946,SALIX FURSAEVII WHOLE,SALIX TRIANDRA
8947,SALIX RADICANS WHOLE,SALIX TRIANDRA
8948,SALIX HOPPEANA WHOLE,SALIX TRIANDRA
8949,SALIX ANDROGYNA WHOLE,SALIX TRIANDRA
8950,ALMOND WILLOW WHOLE,SALIX TRIANDRA
8951,GRUENERA AMYGDALOIDES WHOLE,SALIX TRIANDRA
8952,SALIX SEMPERFLORENS WHOLE,SALIX TRIANDRA
8953,SALIX SPECIOSA WHOLE,SALIX TRIANDRA
8954,ALMOND-LEAF WILLOW WHOLE,SALIX TRIANDRA
8955,SALIX TRIANDRA WHOLE,SALIX TRIANDRA
8956,SALIX VILLARSIANA WHOLE,SALIX TRIANDRA
8957,SALIX VENUSTA WHOLE,SALIX TRIANDRA
8958,SALIX MEDWEDEWII WHOLE,SALIX TRIANDRA
8959,SALIX TRIANDRA L.,SALIX TRIANDRA
8960,SALVIA ALBIFRONS WHOLE,SALVIA MACROSIPHON
8961,SALVIA KOTSCHYI WHOLE,SALVIA MACROSIPHON
8962,SALVIA MACROSIPHON WHOLE,SALVIA MACROSIPHON
8963,SALVIA CUSPIDATISSIMA WHOLE,SALVIA MACROSIPHON
8964,SALVIA NACHICZEVANICA WHOLE,SALVIA MACROSIPHON
8965,SALVIA MACROSIPHON BOISS.,SALVIA MACROSIPHON
8966,SALVIA MACROSIPHONIA WHOLE,SALVIA MACROSIPHON
8967,SALVIA LEMMONII WHOLE,SALVIA MICROPHYLLA
8968,SALVIA MICROPHYLLA VAR. MICROPHYLLA WHOLE,SALVIA MICROPHYLLA
8969,SALVIA OBTUSA WHOLE,SALVIA MICROPHYLLA
8970,SALVIA GASTERANTHA WHOLE,SALVIA MICROPHYLLA
8971,SALVIA MICROPHYLLA WHOLE,SALVIA MICROPHYLLA
8972,SALVIA ODORATISSIMA WHOLE,SALVIA MICROPHYLLA
8973,GRAHAM'S SAGE WHOLE,SALVIA MICROPHYLLA
8974,BABY SAGE WHOLE,SALVIA MICROPHYLLA
8975,LESEMIA COCCINEA WHOLE,SALVIA MICROPHYLLA
8976,SALVIA MICROPHYLLA KUNTH,SALVIA MICROPHYLLA
8977,BABY SAGE [HOC],SALVIA MICROPHYLLA
8978,SALVIA GRAHAMII WHOLE,SALVIA MICROPHYLLA
8979,BLACKCURRANT SAGE WHOLE,SALVIA MICROPHYLLA
8980,SALVIA MILTIORRHIZA WHOLE,SALVIA MILTIORRHIZA
8981,SALVIA MILTIORRHIZA VAR. MILTIORRHIZA WHOLE,SALVIA MILTIORRHIZA
8982,SALVIA MILTIORRHIZA,SALVIA MILTIORRHIZA
8983,SALVIA MULTIORRHIZA WHOLE,SALVIA MILTIORRHIZA
8984,CHINESE SAGE WHOLE,SALVIA MILTIORRHIZA
8985,CHINESE SALVIA [HOC],SALVIA MILTIORRHIZA
8986,RED- SAGE WHOLE,SALVIA MILTIORRHIZA
8987,SALVIA MILTIORRHIZA BUNGE,SALVIA MILTIORRHIZA
8988,CHINESE SALVIA WHOLE,SALVIA MILTIORRHIZA
8989,RED SAGE WHOLE,SALVIA MILTIORRHIZA
8990,SALVIA MILTIORRHIZAE,SALVIA MILTIORRHIZA
8991,SALVIA POGONOCALYX WHOLE,SALVIA MILTIORRHIZA
8992,SALVIA WHOLE,SALVIA MILTIORRHIZA
8993,SALVIA ANOMALA WHOLE,SALVIA MILTIORRHIZA
8994,SALVIA MILTIORRHIZA [WHO-DD],SALVIA MILTIORRHIZA
8995,SALVIA GRANDIFLORA WHOLE,SALVIA OFFICINALIS
8996,GARDEN SAGE WHOLE,SALVIA OFFICINALIS
8997,CULINARY SAGE WHOLE,SALVIA OFFICINALIS
8998,SALVIA OFFICINALIS WHOLE,SALVIA OFFICINALIS
8999,DALMATION SAGE WHOLE,SALVIA OFFICINALIS
9000,SALVIA OFFICINALIS [WHO-DD],SALVIA OFFICINALIS
9001,OBOSKON CRETICA WHOLE,SALVIA OFFICINALIS
9002,SAGE [HOC],SALVIA OFFICINALIS
9003,SALVIA CLUSII WHOLE,SALVIA OFFICINALIS
9004,SALVIA OFFICINALIS SUBSP. OFFICINALIS WHOLE,SALVIA OFFICINALIS
9005,SALVIA OFFICINALIS L.,SALVIA OFFICINALIS
9006,SALVIA CRETICA WHOLE,SALVIA OFFICINALIS
9007,SALVIA DIGYNA WHOLE,SALVIA OFFICINALIS
9008,SALVIA CHROMATICA WHOLE,SALVIA OFFICINALIS
9009,SALVIA TRICOLOR WHOLE,SALVIA OFFICINALIS
9010,COMMON SAGE WHOLE,SALVIA OFFICINALIS
9011,SAGE WHOLE,SALVIA OFFICINALIS
9012,KITCHEN SAGE WHOLE,SALVIA OFFICINALIS
9013,SALVIA MINOR WHOLE,SALVIA OFFICINALIS
9014,SALVIA OFFICINALIS (SAGE) WHOLE,SALVIA OFFICINALIS
9015,SALVIA CRISPA WHOLE,SALVIA OFFICINALIS
9016,SALVIA PAPILLOSA WHOLE,SALVIA OFFICINALIS
9017,BROADLEAF SAGE WHOLE,SALVIA OFFICINALIS
9018,TRUE SAGE WHOLE,SALVIA OFFICINALIS
9019,DALMATIAN SAGE WHOLE,SALVIA OFFICINALIS
9020,SALVIA PRATENSIS L.,SALVIA PRATENSIS
9021,SALVIA ARNASSENSIS WHOLE,SALVIA PRATENSIS
9022,SALVIA MACRANTHA WHOLE,SALVIA PRATENSIS
9023,SALVIA VARIEGATA WHOLE,SALVIA PRATENSIS
9024,SALVIA VULGARIS WHOLE,SALVIA PRATENSIS
9025,PLETHIOSPHACE PRATENSIS WHOLE,SALVIA PRATENSIS
9026,SALVIA SUBLOBATA WHOLE,SALVIA PRATENSIS
9027,INTRODUCED SAGE WHOLE,SALVIA PRATENSIS
9028,SALVIA TENOREI WHOLE,SALVIA PRATENSIS
9029,SALVIA RUBICUNDA WHOLE,SALVIA PRATENSIS
9030,SALVIA CERATOPHYLLOIDES WHOLE,SALVIA PRATENSIS
9031,SALVIA EXASPERATA WHOLE,SALVIA PRATENSIS
9032,SALVIA AGRESTIS WHOLE,SALVIA PRATENSIS
9033,SALVIA BARRELIERI WHOLE,SALVIA PRATENSIS
9034,GALLITRICHUM CLUSII WHOLE,SALVIA PRATENSIS
9035,SALVIA CERATOPHYLLA WHOLE,SALVIA PRATENSIS
9036,GALLITRICHUM PRATENSE WHOLE,SALVIA PRATENSIS
9037,MEADOW SAGE WHOLE,SALVIA PRATENSIS
9038,SALVIA SALVATORII WHOLE,SALVIA PRATENSIS
9039,SALVIA TIBERINA WHOLE,SALVIA PRATENSIS
9040,SCLAREA TUBEROSA WHOLE,SALVIA PRATENSIS
9041,SALVIA PRATENSIS WHOLE,SALVIA PRATENSIS
9042,PLETHIOSPHACE STENANTHA WHOLE,SALVIA PRATENSIS
9043,SALVIA LUPINOIDES WHOLE,SALVIA PRATENSIS
9044,SCLAREA PRATENSIS WHOLE,SALVIA PRATENSIS
9045,SALVIA PRATENSIS [WHO-DD],SALVIA PRATENSIS
9046,SALVIA ROSTRATA WHOLE,SALVIA PRATENSIS
9047,PLETHIOSPHACE LEISTNERIANA WHOLE,SALVIA PRATENSIS
9048,ROSMARINUS LATIFOLIUS WHOLE,SALVIA ROSMARINUS
9049,ROSMARINUS PALAUI WHOLE,SALVIA ROSMARINUS
9050,ROSMARINUS LAXIFLORUS WHOLE,SALVIA ROSMARINUS
9051,ROMERO WHOLE,SALVIA ROSMARINUS
9052,ROSMARINUS PROSTRATUS WHOLE,SALVIA ROSMARINUS
9053,SALVIA ROSMARINUS SPENN.,SALVIA ROSMARINUS
9054,SALVIA FASCICULATA WHOLE,SALVIA ROSMARINUS
9055,ROSMARINUS FLEXUOSUS WHOLE,SALVIA ROSMARINUS
9056,ROSMARINUS TENUIFOLIUS WHOLE,SALVIA ROSMARINUS
9057,ROSMARINUS OFFICINALIS (ROSEMARY) WHOLE,SALVIA ROSMARINUS
9058,ROSEMARY WHOLE,SALVIA ROSMARINUS
9059,ROSMARINUS ANGUSTIFOLIUS WHOLE,SALVIA ROSMARINUS
9060,ROSMARINUS OFFICINALIS WHOLE,SALVIA ROSMARINUS
9061,ROSEMARY [HOC],SALVIA ROSMARINUS
9062,ROSMARINUS SEROTINUS WHOLE,SALVIA ROSMARINUS
9063,SALVIA ROSMARINUS WHOLE,SALVIA ROSMARINUS
9064,CLARY SAGE [HOC],SALVIA SCLAREA
9065,CLARY SAGE WHOLE,SALVIA SCLAREA
9066,SALVIA PAMIRICA WHOLE,SALVIA SCLAREA
9067,SALVIA SCLAREA [WHO-DD],SALVIA SCLAREA
9068,SALVIA SCLAREA L.,SALVIA SCLAREA
