,name,lookup_value
9612,BUR MEDICK WHOLE,LYCOPUS AMERICANUS
9613,MAGNOLIA OBTUSIFOLIA WHOLE,MONESES UNIFLORA
9614,CAPPARIS OVATA WHOLE,PIRIQUETA RACEMOSA
9615,CRUCIFERA FONTANA WHOLE,ALLIUM CEPA
9616,ROSMARINUS ANGUSTIFOLIUS WHOLE,BLUMEA LACERA
9617,CENTAURIUM UMBELLATUM WHOLE,MIRABILIS JALAPA
9618,RANUNCULASTRUM NEMORIVAGUM WHOLE,CURCUMA ZEDOARIA
9619,URENA DIVERSIFOLIA WHOLE,BARLEY GRASS
9620,STACHYS CINCINNATENSIS WHOLE,PAPAVER RHOEAS
9621,SWEET ELDER WHOLE,PIPER NIGRUM
9622,PERSIMON VIRGINIANA WHOLE,ALOCASIA MACRORRHIZOS
9623,BORRERIA MOLLERI WHOLE,PRUNUS SPINOSA
9624,MITESIA PUNCTATA WHOLE,CARTHAMUS LANATUS
9625,COMMELINA BENGHALENSIS L.,BIXA ORELLANA
9626,NYMPHAEA ODORATA AITON,CASTANEA PUMILA
9627,COMMELINA ACUMINATA WHOLE,ERYTHRINA ABYSSINICA
9628,LONGLEAF PINE WHOLE,LIRIODENDRON TULIPIFERA
9629,WATER LETTUCE WHOLE,MALVA SYLVESTRIS
9630,ASTRAGALUS MACEDONICUS WHOLE,ALOE VERA
9631,OCIMUM TENUIFLORUM WHOLE,NEUROLAENA LOBATA
9632,CORNUS FLORIDA L.,LYCOPUS AMERICANUS
9633,ULMUS FLORIDANA WHOLE,BERBERIS VULGARIS
9634,VACCINIUM PALLIDUM WHOLE,JATROPHA CURCAS
9635,HEDEOMA INCANA WHOLE,TORMINALIS GLABERRIMA
9636,ABIES MINIATA WHOLE,CLINOPODIUM POLYCEPHALUM
9637,MALVA SYLVESTRIS WHOLE,MITRACARPUS HIRTUS
9638,SICILIAN SUMAC WHOLE,CYPERUS ROTUNDUS
9639,ALLEGHENY CHINKAPIN WHOLE,DIPLOTAXIS ERUCOIDES
9640,SMILAX BINCHUANENSIS [WHO-DD],ERYTHRINA HERBACEA
9641,RED GINSENG,SALIX NIGRA
9642,FAGUS NANA WHOLE,OXYRIA DIGYNA
9643,MEDICA APICULATA WHOLE,SATUREJA MONTANA
9644,AGELAEA ZENKERI WHOLE,ECBALLIUM ELATERIUM
9645,RENEALMIA USNEOIDES WHOLE,BRASSICA BRASSICA OLERACEA
9646,CALIFORNIA BLACKBERRY WHOLE,AMOMUM AROMATICUM
9647,VIOLA THESIIFOLIA WHOLE,RUBUS PARVIFOLIUS
9648,PARONYCHIA ARGENTEA WHOLE,GRINDELIA CILIATA
9649,DICHORISANDRA OVATA WHOLE,HORNY GOAT WEED
9650,AGELAEA DUCHESNEI WHOLE,VERONICA CHAMAEDRYS
9651,LESSER PURPLE FRINGED ORCHID WHOLE,ERYTHRINA HERBACEA
9652,GALLITRICHUM ANGLICUM WHOLE,QUERCUS VIRGINIANA
9653,SMILAX FARINOSA WHOLE,HORNY GOAT WEED
9654,CRUCIFERA CARDARIA WHOLE,ERUCA VESICARIA
9655,BUPLEURUM CHINENSE WHOLE PLANT [WHO-DD],RUBUS RIGIDUS
9656,ALOYSIA CITRODORA PALAU,ANEMONE HEPATICA
9657,ELEUTHEROCOCCUS SENTICOSUS [WHO-DD],MERTESIA VIRGINICA
9658,APIUM LAETUM WHOLE,BRASSICA RAPA
9659,POLYGALA AMARA [WHO-DD],PLANTAGO MAJOR
9660,GALLITRICHUM STEREOCAULON WHOLE,CLARKIA PURPUREA
9661,QUERCUS PRASINA WHOLE,BIDENS PILOSA
9662,"SPHYRNA LEWINI (GRIFFITH AND SMITH, 1834)",FOMES FOMENTARIUS
9663,LIBANOTIS MAJOR WHOLE,QUERCUS GAMBELII
9664,MIKANIA MOLINENSIS WHOLE,TYPHA DOMINGENSIS
9665,CHAVICA SARMENTOSA WHOLE,MAGNOLIA OFFICINALIS
9666,CURCUMA MALABARICA WHOLE,PAPAVER SOMNIFERUM
9667,DIPSACUS SYLVESTRIS HUDS.,NERIUM OLEANDER
9668,ARTEMISIA ARGENTEA WHOLE,PETROSELINUM CRISPUM
9669,OXALIS MONTANA WHOLE,PLATANUS OCCIDENTALIS
9670,QUERCUS ALBA WHOLE,TABERNAEMONTANA DIVARICATA
9671,VICIA HIRSUTISSIMA WHOLE,CAPSELLA BURSA-PASTORIS
9672,MATRICARIA RECUTITA,ARTEMISIA ABSINTHIUM
9673,CHAMOMILLA CHAMOMILLA WHOLE,BAUHINIA DIVARICATA
9674,APIUM GRAVEOLENS L.,SAPOSHNIKOVIA DIVARICATA
9675,FOENICULUM CAPILLACEUM WHOLE,AESCULUS PAVIA
9676,PRAIRIE FLEABANE WHOLE,CENTAUREA BENEDICTA
9677,APIUM GRAVEOLENS WHOLE,LINARIA VULGARIS
9678,RUSCUS ACULEATUS,COLA NITIDA
9679,RIVINA HUMILIS WHOLE,BACTRIS MAJOR
9680,XANTHIUM STRUMARIUM WHOLE,HYPERICUM HYPERICOIDES
9681,LYCOPUS INTEGRIFOLIUS WHOLE,PANAX GINSENG
9682,TRIFOLIUM NIVALE WHOLE,COMBRETUM MOLLE
9683,PERSICARIA PUSILLA WHOLE,BRASSICA JUNCEA
9684,LYCHNIS SAPONARIA WHOLE,RICINUS COMMUNIS
9685,WU LA GAN CAO WHOLE,SENNA
9686,CORALBERRY TREE WHOLE,RANUNCULUS ACRIS
9687,ALLOSORUS CAPENSIS WHOLE,TARAXACUM OFFICINALE
9688,AMERICAN DEWBERRY WHOLE,PLECTRANTHUS AMBOINICUS
9689,BOLETUS SOLIDUS WHOLE,HARUNGANA MADAGASCARIENSIS
9690,SPERGULASTRUM LANUGINOSUM WHOLE,PRUNUS SPINOSA
9691,DIPSACUS BOTTERI WHOLE,PTELEA TRIFOLIATA
9692,PISTIA SCHLEIDENIANA WHOLE,VIBURNUM OPULUS
9693,GRATIOLA PORTULACACEA WHOLE,ARUNDO DONAX
9694,PAVIA ATROPURPUREA WHOLE,FILIPENDULA ULMARIA
9695,BLUE PERIWINKLE WHOLE,SAMBUCUS CANADENSIS
9696,ESCHSCHOLZIA GIGAS WHOLE,JATROPHA CURCAS
9697,ORIGANUM COMPACTUM BENTH.,DIOSCOREA VILLOSA
9698,COPTIS CHINENSIS WHOLE,BAUHINIA DIVARICATA
9699,AMORPHA CAROLINIANA WHOLE,BERBERIS VULGARIS
9700,TEXAS SANDBUR WHOLE,SABAL MINOR
9701,ZANTHOXYLUM SIMULANS,SALVIA ROSMARINUS
9702,SCHISANDRA CHINENSIS,INONOTUS OBLIQUUS
9703,BORAGE [HOC],LYCOPUS AMERICANUS
9704,MAGNOLIA GRANDIFLORA,SPERMACOCE VERTICILLATA
9705,PLUCHEA INDICA,CERATONIA SILIQUA
9706,JUGLANS CYLINDRICA WHOLE,DAPHNE GNIDIUM
9707,MAGNOLIA ELLIPTICA WHOLE,HYGROPHILA COSTATA
9708,UNCARIA TOMENTOSA [WHO-DD],GALIUM UNIFLORUM
9709,QUASSIA AMARA [WHO-DD],VERBASCUM THAPSUS
9710,ULMUS TETRANDRA WHOLE,TRIBULUS TERRESTRIS
9711,SOLANUM WILDEMANII WHOLE,PONTEDERIA CORDATA
9712,DIOSCOREA PRUINOSA WHOLE,PINUS MUGO
9713,DIOSCOREA ODORATISSIMA WHOLE,TILIA AMERICANA
9714,RIVER WHALER SHARK WHOLE,CALLICARPA AMERICANA
9715,FLAMEVINE [HOC],ALCEA ROSEA
9716,COMMON SELFHEAL WHOLE,SALVIA VERBENACA
9717,BRYOPHTHALMUM UNIFLORUM WHOLE,JUGLANS NIGRA
9718,SIDA SCABRA WHOLE,AFRAMOMUM ANGUSTIFOLIUM
9719,SESELI PIPERITUM WHOLE,VERONICA CHAMAEDRYS
9720,FLORIDA PINE WHOLE,CAPSELLA BURSA-PASTORIS
9721,COMMON GRAPE VINE WHOLE,MONESES UNIFLORA
9722,INKBERRY WHOLE,BERBERIS AQUIFOLIUM
9723,ASARUM CANADENSE WHOLE,CECROPIA PELTATA
9724,GREAT MORINDA WHOLE,ASPARAGUS RACEMOSUS
9725,ROCKETSALAD WHOLE,MANDRAGORA OFFICINARUM
9726,KASSIYA OSTROLISTNAYA WHOLE,CYCLAMEN HEDERIFOLIUM
9727,PISTACIA TEREBINTHUS L.,BAUHINIA DIVARICATA
9728,RODSCHIEDIA BURSA-PASTORIS WHOLE,RICINUS COMMUNIS
9729,CHAMAEPLIUM OFFICINALE WHOLE,CARCHARHINUS LEUCAS
9730,AGELAEA PUNCTULATA WHOLE,FRAXINUS AMERICANA
9731,RICINUS MACROPHYLLUS WHOLE,TORMINALIS GLABERRIMA
9732,STERCULIA URENS [WHO-DD],AGATHOSMA BETULINA
9733,ROSA CANINA WHOLE,ALOCASIA MACRORRHIZOS
9734,RUBUS CUNEIFOLIUS,PTELEA TRIFOLIATA
9735,APIUM TUBEROSUM WHOLE,SONCHUS OLERACEUS
9736,RED TASSEL-FLOWER WHOLE,CORDYCEPS MILITARIS
9737,MACLURA PLUMIERA WHOLE,PINUS MUGO
9738,ERYTHRINA LYSISTEMON HUTCH.,RAPHANUS RAPHANISTRUM
9739,DRYOBALANOPS CAMPHORA WHOLE,COPTIS CHINENSIS
9740,RICINUS VULGARIS WHOLE,SOLANUM CAROLINENSE
9741,FABA VULGARIS WHOLE,AGELAEA PENTAGYNA
9742,SALVIA SABULICOLA WHOLE,PSEUDOGNAPHALIUM OBTUSIFOLIUM
9743,ERINUS AETHIOPICUS WHOLE,SANGUINARIA CANADENSIS
9744,PRUNUS DASYCARPA WHOLE,GERANIUM MACULATUM
9745,CAPRIFICUS SPHAEROCARPA WHOLE,VICIA SATIVA
9746,SPANISH LICORICE WHOLE,VERBASCUM THAPSUS
9747,TRIBULUS GUSSONEI WHOLE,CAPSELLA BURSA-PASTORIS
9748,MEDICAGO GRACILLIMA WHOLE,VITIS VINIFERA
9749,NIMBA WHOLE,SENNA
9750,LIBANOTIS DAUCOIDES WHOLE,SAPONARIA OFFICINALIS
9751,OCIMUM SCUTELLARIOIDES WHOLE,TILIA AMERICANA
9752,ULMUS ROTUNDIFOLIA WHOLE,BRASSICA JUNCEA
9753,SASSAFRAS [HOC],CASTILLEJA MINIATA
9754,LICANIA ELAEOSPERMA WHOLE,MONESES UNIFLORA
9755,DAPHNE MAJOR WHOLE,ILEX CRENATA
9756,MAERUA CRASSIFOLIA,MITRACARPUS HIRTUS
9757,HOWARDIA FIMBRIATA WHOLE,CASTANEA MOLLISSIMA
9758,SICHUAN-PEPPER WHOLE,FRAXINUS AMERICANA
9759,JUGLANS REGIA (WALNUT) WHOLE,PEUMUS BOLDUS
9760,TRIDERMIA PAPILLOSA WHOLE,AFRAMOMUM ANGUSTIFOLIUM
9761,PISTIA BRASILIENSIS WHOLE,COMBRETUM MOLLE
9762,CHIONANTHUS TRIFLORUS WHOLE,DIPLOTAXIS ERUCOIDES
9763,BLUMEA COMMERSONII WHOLE,DIOSCOREA VILLOSA
9764,DODONAEA TRIFOLIATA WHOLE,SPARTIUM JUNCEUM
9765,ULMUS PLOTII WHOLE,ARENARIA LANUGINOSA
9766,THLASPI BURSA-PASTORIS,MENTHA PULEGIUM
9767,HYPOXYLON MILITARE WHOLE,ADIANTUM LATIFOLIUM
9768,CORALBERRY TREE WHOLE,CAPSELLA BURSA-PASTORIS
9769,GALEGA OFFICINALIS [HPUS],FOMITOPSIS PINICOLA
9770,ERYTHRINA TOMENTOSA WHOLE,EUCALYPTUS ODORATA
9771,PISTIA BRASILIENSIS WHOLE,IPOMOEA PANDURATA
9772,KO-SENDANGUSA WHOLE,TORMINALIS GLABERRIMA
9773,RICINUS VULGARIS WHOLE,SCHINUS TEREBINTHIFOLIA
9774,VICIA CANADENSIS WHOLE,CAPSELLA BURSA-PASTORIS
9775,TYPHA REMOTIUSCULA WHOLE,CROTALARIA JUNCEA
9776,ATRACTYLIS FUSUS-AGRESTIS WHOLE,DIANTHUS CARTHUSIANORUM
9777,CARYA TETRAPTERA WHOLE,GLAUCIUM FLAVUM
9778,FOENICULUM PIPERITUM WHOLE,BAUHINIA DIVARICATA
9779,CUB SHARK WHOLE,CITRUS RETICULATA
9780,CISTUS GARGANICUS WHOLE,ECHINACEA PURPUREA
9781,SELINUM LEVISTICUM WHOLE,RHYNCHOSTYLIS RETUSA
9782,CASSIA PLUMIERI WHOLE,VACCINIUM PALLIDUM
9783,THUJA CALIFORNICA WHOLE,ULMUS RUBRA
9784,ROSA LAUREL WHOLE,ESCHSCHOLZIA CALIFORNICA
9785,TILIA FLORIDANA WHOLE,NYMPHAEA ODORATA
9786,SAPOSHNIKOVIA DIVARICATA WHOLE,TRAMETES VERSICOLOR
9787,DACTYLODES ANGULATUM WHOLE,COMMELINA BENGHALENSIS
9788,FRANGULA NIGRA WHOLE,CROSSOPTERYX FEBRIFUGA
9789,ERYTHRINA PLATYPHYLLA WHOLE,CORNUS OFFICINALIS
9790,BRASSICA PE-TSAI WHOLE,ARENARIA LANUGINOSA
9791,RUBUS RUBRISETUS WHOLE,LONICERA JAPONICA
9792,TRICHOLAENA INSULARIS WHOLE,DIOSPYROS VIRGINIANA
9793,CORAL ARDISIA WHOLE,SALIX BABYLONICA
9794,IONIDIUM SUBGLAUCUM WHOLE,TEPHROSIA VIRGINIANA
9795,FOENICULUM VULGARE,GYMNEMA SYLVESTRE
9796,PAVIA HUMILIS WHOLE,SALVIA OFFICINALIS
9797,BLUE SKULLCAP WHOLE,LEVISTICUM OFFICINALE
9798,CALLUNA GENUINA WHOLE,BAUHINIA DIVARICATA
9799,LITHRAEA CHICHITA WHOLE,DIPLOTAXIS TENUIFOLIA
9800,SHORTLEAF PINE WHOLE,LINARIA VULGARIS
9801,CITRULLUS LANATUS SUBSP. VULGARIS WHOLE,CAPSELLA BURSA-PASTORIS
9802,SALVIA POGONOCALYX WHOLE,SAPONARIA OFFICINALIS
9803,DIANTHUS CLAVATUS WHOLE,FERULA COMMUNIS
9804,ANTELAEA AZADIRACHTA WHOLE,CYPERUS ROTUNDUS
9805,ILLECEBRUM ARGENTEUM WHOLE,GOLDENSEAL
9806,EUGENIA BIFLORA WHOLE,CENTAURIUM PULCHELLUM
9807,DIAN KU CAI WHOLE,ATRACTYLODES MACROCEPHALA
9808,PIPSISSEWA (CHIMAPHILA UMBELLATA) [HOC],PANAX GINSENG
9809,SWEET WILLIAM WHOLE,ALLIUM PORRUM
9810,ERUCA DESERTI WHOLE,ALOYSIA TRIPHYLLA
9811,LEPIDIUM MEYENII WALP.,NIPHIDIUM CRASSIFOLIUM
9812,DIOSCOREA VILLOSA L.,AFROLICANIA ELAEOSPERMA
9813,BAYBERRY (MORELLA CERIFERA) [HOC],GYMNEMA SYLVESTRE
9814,NUPHAR SPATHULIFERA WHOLE,CEPHALANTHUS OCCIDENTALIS
9815,POLYGONUM PUNCTATUM WHOLE,NEPETA CATARIA
9816,GARCINIA TRANSVAALENSIS WHOLE,PERSICARIA HYDROPIPEROIDES
9817,PTERIS CORIIFOLIA WHOLE,EUGENIA BIFLORA
9818,CORDYCEPS MILITARIS WHOLE,RHUS COPALLINUM
9819,PLANTAGO JAPONICA WHOLE,ARDISIA CRENATA
9820,LEPTALIX ALBA WHOLE,LYCOPUS AMERICANUS
9821,GALIUM APARINE WHOLE,CENTRANTHUS RUBER
9822,MATRICARIA SUAVEOLENS WHOLE,SOLANUM CAROLINENSE
9823,MESPILUS MONOGYNA WHOLE,CARCHARHINUS LEUCAS
9824,PINUS NIGRA WHOLE,DIGITARIA INSULARIS
9825,LACHNANTHES CAROLINIANA [WHO-DD],ACHILLEA MILLEFOLIUM
9826,JASMINUM FRUTICOSUM WHOLE,HELICHRYSUM ARENARIUM
9827,ASTRAGALUS KINDLII WHOLE,LINARIA VULGARIS
9828,ERICA MULTIFLORA L.,DIPLOTAXIS ERUCOIDES
9829,FLAX SEED,HALOXYLON AMMODENDRON
9830,JUGLANS GLABRA WHOLE,MARRUBIUM VULGARE
9831,CASSIA OBTUSATA WHOLE,MATRICARIA CHAMOMILLA
9832,BORRAJA WHOLE,AGELAEA PENTAGYNA
9833,RICINUS JAPONICUS WHOLE,CASTANEA DENTATA
9834,MAJORANA SYRIACA WHOLE,BRASSICA RAPA
9835,MANIHOT URENS WHOLE,MILK THISTLE
9836,HAMAMELIS MACROPHYLLA PURSH,AMBROSIA ARTEMISIIFOLIA
9837,ALCEA ROSEA L.,FERULA SINKIANGENSIS
9838,CHELIDONIUM MULTIFIDUM WHOLE,SALVIA VERBENACA
9839,DICHORISANDRA INTERMEDIA WHOLE,MAGNOLIA TRIPETALA
9840,HIBISCUS OPULIFOLIUS WHOLE,MORINDA CITRIFOLIA
9841,CAPSELLA GOTLANDICA WHOLE,IPOMOEA PANDURATA
9842,ESCHSCHOLZIA SHASTENSIS WHOLE,PEUMUS BOLDUS
9843,SALIX HOFFMANNIANA WHOLE,HANDROANTHUS HEPTAPHYLLUS
9844,BAUHINIA DIVARICATA [HOC],COPTIS CHINENSIS
9845,RANUNCULUS ACRIS WHOLE,TRIFOLIUM PRATENSE
9846,TORMINALIS CLUSII WHOLE,MACLURA TINCTORIA
9847,HOWARDIA SCHOMBURGKII WHOLE,CITRUS AURANTIUM
9848,PRUNUS SEROTINA WHOLE,ENTEROLOBIUM CYCLOCARPUM
9849,CECROPIA SURINAMENSIS WHOLE,PRUNUS CORNUTA
9850,HYPOXYLON MILITARE WHOLE,TRIPSACUM DACTYLOIDES
9851,SATUREJA MONTANA L.,ARDISIA CRENATA
9852,MEDULLA JUNCI,ARISTOLOCHIA FIMBRIATA
9853,GLADIOLUS NATALENSIS WHOLE,ACHILLEA MILLEFOLIUM
9854,URENA ACULEATA WHOLE,ALBIZIA JULIBRISSIN
9855,CISSUS VINIFERA WHOLE,LEONURUS CARDIACA
9856,CAPSELLA RUBELLIFORMIS WHOLE,ASCLEPIAS CURASSAVICA
9857,PICEA KUKUNARIA WHOLE,PRUNUS SEROTINA
9858,DRIMIA MARITIMA WHOLE,OXALIS ACETOSELLA
9859,CHICORY WHOLE,SALVIA VERBENACA
9860,SINAPIS NIGRA WHOLE,KNAUTIA ARVENSIS
9861,ACER MONO WHOLE,SALVIA VERBENACA
9862,BIDENS PILOSA [WHO-DD],ALOYSIA TRIPHYLLA
9863,BLOOD ORANGE WHOLE,ANTHYLLIS VULNERARIA
9864,GREEN TEA,RICINUS COMMUNIS
9865,JACOBAEA MARITIMA (L.) PELSER & MEIJDEN,CAT'S-CLAW
9866,PIPSISSEWA (CHIMAPHILA UMBELLATA) [HOC],PERSICARIA PUNCTATA
9867,VITIS BOSTURGAIENSIS WHOLE,EUPATORIUM FORTUNEI
9868,IONIDIUM ZIPPELII WHOLE,DIPSACUS FULLONUM
9869,SALIX GONGYLOCARPA WHOLE,AMORPHA FRUTICOSA
9870,ASCYRUM HYPERICOIDES WHOLE,SCHOENOPLECTUS TABERNAEMONTANI
9871,MEUM PIPERITUM WHOLE,HORSETAIL
9872,CITRUS X PARADISI WHOLE,URENA LOBATA
9873,THYMUS VULGARIS L.,ULMUS MINOR
9874,SOLANUM ATRIPLICIFOLIUM WHOLE,PRUNUS CORNUTA
9875,STACHYS BULLATA WHOLE,MIKANIA BANISTERIAE
9876,COMBRETUM WELWITSCHII WHOLE,MAGNOLIA VIRGINIANA
9877,XANTHIUM JAPONICUM WHOLE,CAPSELLA BURSA-PASTORIS
9878,CART-TRACK PLANT WHOLE,VICIA SATIVA
9879,CASTANEA PUMILA WHOLE,OENANTHE AQUATICA
9880,PTELEA TRIFOLIATA [WHO-DD],ABIES ALBA
9881,GOBO,MENTHA PULEGIUM
9882,PASPALUM NOTATUM FLUGGE,FOMES FOMENTARIUS
9883,COMBRETUM SOMALENSE WHOLE,ALBATRELLUS CONFLUENS
9884,EARPOD TREE WHOLE,TILIA AMERICANA
9885,SMALL-LEAF ANGELICA WHOLE,CAPSELLA BURSA-PASTORIS
9886,GALIUM UNCINATUM WHOLE,NEPETA CATARIA
9887,GOLDENSEAL WHOLE,ECHINACEA ANGUSTIFOLIA
9888,DIOSCOREA ANGUSTIFLORA WHOLE,DAPHNE LAUREOLA
9889,ILEX PARAGUAYENSIS WHOLE,INONOTUS OBLIQUUS
9890,ASCYRUM LINIFOLIUM WHOLE,ALLIUM PORRUM
9891,JACOBAEA MARITIMA WHOLE,SPERMACOCE VERTICILLATA
9892,CERINTHE VERSICOLOR WHOLE,PAPAVER RHOEAS
9893,ERUCA SILVESTRIS WHOLE,PINUS MUGO
9894,TYPHA ENGELMANNII WHOLE,SENNA ALEXANDRINA
9895,ERVATAMIA RECURVA WHOLE,PTERIDIUM AQUILINUM
9896,AMERICAN BUGLEWEED [HOC],FRAXINUS AMERICANA
9897,PACIFIC WILLOW [HOC],ANEMONE HEPATICA
9898,CERINTHE MAJOR L.,LONICERA JAPONICA
9899,NORTHERN CATALPA WHOLE,DIPLOTAXIS ERUCOIDES
9900,CHELIDONIUM MAJUS [WHO-DD],ERICA MULTIFLORA
9901,ARUNDO WHOLE,REYNOUTRIA MULTIFLORA
9902,BIDENS ALAUSENSIS WHOLE,TEUCRIUM BOTRYS
9903,VITIS CEBENNENSIS WHOLE,SCOLYMUS HISPANICUS
9904,ARTHROPHYTUM HALOXYLON WHOLE,QUERCUS LOBATA
9905,SOJA VIRIDIS WHOLE,ACACIA SALIGNA
9906,UNA-DE-GATO WHOLE,BEET ROOT
9907,SMALLFLOWER BLUE EYED MARY WHOLE,ECHINACEA PURPUREA
9908,CHAMAEDRYS LACINIATA WHOLE,TRIPSACUM DACTYLOIDES
9909,ARISTOLOCHIA RUGOSA,INULA HELENIUM
9910,ACHILLEA GRATA WHOLE,BIDENS PILOSA
9911,VILLOUS AMOMUM WHOLE,OXALIS ACETOSELLA
9912,HONEYSUCKLE (LONICERA HYPOGLAUCA) [HOC],VACCINIUM PALLIDUM
9913,BRASSICA NAPELLA WHOLE,CRATAEGUS MONOGYNA
9914,CURCUMA DOMESTICA VALETON,SMILAX PSEUDOCHINA
9915,RUTA CHALEPENSIS WHOLE,BLUMEA LACERA
9916,TRIBULUS WHOLE,CODONOPSIS PILOSULA
9917,VACCINIUM NITIDUM WHOLE,CENTAURIUM PULCHELLUM
9918,ROSA CINEROSA WHOLE,DIGITARIA INSULARIS
9919,NYCTERINIA LONGIFLORA WHOLE,NUPHAR LUTEA
9920,ATRACTYLODES LYRATA WHOLE,CLINOPODIUM NEPETA
9921,SOLANUM FLORIDANUM WHOLE,CASTILLEJA MINIATA
9922,ESCHSCHOLZIA PSEUDOINFLATA WHOLE,TANACETUM PARTHENIUM
9923,GERMAN CHAMOMILE,ESCHSCHOLZIA CALIFORNICA
9924,ERYTHRAEA ALBIFLORA WHOLE,FOENICULUM VULGARE
9925,COTYLEDON CRENATA WHOLE,TYPHA DOMINGENSIS
9926,FILIX-FOEMINA VULGARIS WHOLE,AESCULUS HIPPOCASTANUM
9927,MAGNOLIA TOMENTOSA WHOLE,APIUM GRAVEOLENS
9928,THAPSIA PRAEALTA WHOLE,ACACIA DEALBATA
9929,CURCUMA ZEDOARIA [WHO-DD],RHUS COPALLINUM
9930,SISTOTREMA VERSICOLOR WHOLE,GLYCYRRHIZA GLABRA
9931,CRITHMUM PYRENAICUM WHOLE,BIDENS BIPINNATA
9932,BERBERIS BUSSMUL WHOLE,MAGNOLIA GRANDIFLORA
9933,HEDGE-MUSTARD WHOLE,CLEMATIS VILLOSA
9934,THONNINGIA DUBIA WHOLE,GALEGA OFFICINALIS
9935,LEPIDIUM DRABA WHOLE,GYMNEMA SYLVESTRE
9936,SOJA MAX WHOLE,RANUNCULUS ACRIS
9937,STILLINGIA SYLVATICA WHOLE,ARTOCARPUS ALTILIS
9938,BROAD-WHOLE PLANTAIN WHOLE,TULSI
9939,BAUHINIA PENINSULARIS WHOLE,APPLE CIDER VINEGAR
9940,DILATRIS TINCTORIA WHOLE,RED YEAST RICE
9941,MEDICAGO DISTANS WHOLE,KARCURA
9942,FICUS SAUSSUREANA DC.,ELDERBERRY
9943,ASCLEPIAS INCARNATA WHOLE,MILK THISTLE
9944,DIOSPYROS PERSIMON WHOLE,BERBERIS AQUIFOLIUM
9945,MELIA AZEDARACH L.,ERYTHRINA ABYSSINICA
9946,CHARYBDIS MARITIMA WHOLE,PINUS KESIYA
9947,PSEUDOGNAPHALIUM SAXICOLA WHOLE,SALIX TRIANDRA
9948,CELTIS LAEVIGATA,PELTANDRA VIRGINICA
9949,CLEMATOPSIS SAPINII WHOLE,VICIA FABA
9950,TRIBULUS TERRESTRIS [HPUS],CARYA ILLINOINENSIS
9951,SERENOA REPENS (W.BARTRAM) SMALL,SOLANUM ANGUIVI
9952,BLUE RIDGE BLUEBERRY WHOLE,FOENICULUM VULGARE
9953,MAY TREE WHOLE,ABIES ALBA
9954,TILIA PHANERA WHOLE,CRATAEGUS SONGARICA
9955,SALVIA SUBSCAPOSA WHOLE,ZANTHOXYLUM OVALIFOLIUM
9956,FEUILLEEA CYCLOCARPA WHOLE,DICHORISANDRA HEXANDRA
9957,BIDENS ARENARIA WHOLE,LINARIA VULGARIS
9958,CONNARUS PUNCTULATUS WHOLE,LYCIUM BARBARUM
9959,ROSA ROUGEONENSIS WHOLE,EPIMEDIUM PUBESCENS
9960,LYCIUM (LYCIUM BARBARUM) [HOC],CENTAURIUM ERYTHRAEA
9961,HOLY THISTLE WHOLE,SISYMBRIUM OFFICINALE
9962,SALIX ARMENA WHOLE,SENNA
9963,OUROUPARIA TOMENTOSA WHOLE,LUDWIGIA PEPLOIDES
9964,BROUSSONETIA XANTHOXYLON WHOLE,RHYNCHOSTYLIS RETUSA
9965,SCHIZACHYRIUM LITTORALE WHOLE,ECHINACEA ANGUSTIFOLIA
9966,LYCHNIS DIVARICATA WHOLE,ERICA MULTIFLORA
9967,GALIUM UNIFLORUM MICHX.,SCUTELLARIA LATERIFLORA
9968,NERIUM OLEANDER WHOLE,JATROPHA CURCAS
9969,FUMARIA OFFICINALIS AUCT. NON L.,ESCHSCHOLZIA CALIFORNICA
9970,ACHILLEA GERBERI WHOLE,CRITHMUM MARITIMUM
9971,HALOXYLON AMMODENDRON (C.A.MEY.) BUNGE EX FENZL,THYMBRA CAPITATA
9972,MAMMEA AMERICANA [WHO-DD],NYMPHAEA ODORATA
9973,BACCHARIS IVIFOLIA WHOLE,EUPATORIUM CAPILLIFOLIUM
9974,TEUCRIUM HYSSOPIFOLIUM WHOLE,DICHORISANDRA HEXANDRA
9975,IRIS CONVOLUTE WHOLE,MARRUBIUM VULGARE
9976,GREWIA MICROPETALA WHOLE,ECHINACEA ANGUSTIFOLIA
9977,SYMPHYTUM ULIGINOSUM WHOLE,SALVIA OFFICINALIS
9978,COCKLEBURR WHOLE,MELIA AZEDARACH
9979,DIANTHUS CLAVATUS WHOLE,MACLURA TINCTORIA
9980,SWERTIA LEDUCII [HOC],VITIS VINIFERA
9981,DIPTEROCARPUS CAMPHORUS WHOLE,ROBINIA PSEUDOACACIA
9982,GUARANA,GYMNEMA LATIFOLIUM
9983,BENEDICTA OFFICINALIS WHOLE,AMBROSIA ARTEMISIIFOLIA
9984,CITRUS X HUMILIS WHOLE,KALANCHOE CRENATA
9985,BOLETUS AURANTIUS WHOLE,ARISTOTELIA CHILENSIS
9986,MIMOSA PUDICA,FICUS SUR
9987,LYCOPUS LONGIFOLIUS WHOLE,CAPSELLA BURSA-PASTORIS
9988,PRINOS CANADENSIS WHOLE,LICORICE
9989,CHIRONIA ERYTHRAEA WHOLE,SAURURUS CERNUUS
9990,SWAN RIVER WHALER WHOLE,XANTHIUM STRUMARIUM
9991,ELYTRIGIA VAILLANTIANA WHOLE,VITEX DONIANA
