FAERS_drug_match,lookup_value
Allium sativum,EARLIR
Allium sativum,FARSIC
Allium sativum,GALAC
Allium sativum,GALICA
Allium sativum,GALIS
Allium sativum,GARDIN
Allium sativum,GARLIS
Allium sativum,GARLISE
Allium sativum,GASRIC
Allium sativum,GERLAC
Allium sativum,GLIC
Allium sativum,LARVIC
Allium sativum,MALIC
Allium sativum,PARLIN
Allium sativum,PARNIC
Allium sativum,SALIC
Allium sativum,SARLIX
Allium sativum,TAMLIC
Allium sativum,TARFIC
Allium sativum,ALICOL
Allium sativum,ARTIC OILS
Allium sativum,BAROG OIL
Allium sativum,CARBICOL
Allium sativum,CARCICOL
Allium sativum,CARDICOL
Allium sativum,FALX OIL
Allium sativum,GARBIDOL
Allium sativum,GALIC OIL ETC
Allium sativum,ARTIC ROOT
Allium sativum,ORRIS ROOT
Allium sativum,YARROW ROOT
Citrus paradisi,CITRUS AURANTIUM FRUIT RIND
Citrus paradisi,CITRUS UNSHIU PEEL
Citrus paradisi,GRACEVIT
Citrus paradisi,GRAPE JUICE
Citrus paradisi,GRAPERIDE
Citrus paradisi,NARNEGIN (NARINGIN?) / BIOFLAVONOID DERIVED FROM GRAPEFRUIT
Citrus paradisi,NEUTROGENA BODY WASH WITH SALICYLIC ACID AND GRAPEFRUIT
Citrus paradisi,NEUTROGENA GRAPEFRUIT SCRUB
Citrus paradisi,NEUTROGENA OFAW PINK GRAPEFRUIT FOAM SCRUB
Citrus paradisi,OIL-FREE ACNE WASH PINK GRAPEFRUIT FOAMING SCRUB (DERMATOLOGICALS)
Citrus paradisi,SPF 30 FRESH GRAPEFRUIT SUNSCREEN LIP BALM
Citrus paradisi,SUN BUM SUNSCREEN LIP BALM BROAD SPECTRUM SPF 30 PINK GRAPEFRUIT
Citrus paradisi,TEA TREE GRAPEFRUIT WASH
Citrus paradisi,TRADER JOES HAND SANITIZER GRAPEFRUIT LEMON
Citrus paradisi,DDR PRIME ESSENTIAL OIL
Citrus paradisi,DOTERRA ESSENTIAL OIL
Citrus paradisi,FRUIT JUICE
Citrus paradisi,NONI FRUIT JUICE
Citrus paradisi,PRUNE FRUIT JUICE
Citrus paradisi,GRAPSEED OIL
Citrus paradisi,RAPESEED OIL
Oryza sativa,DMAE AMINO ACID
Oryza sativa,FREE AMINO ACID
Oryza sativa,IRON WITH AMINO ACIDS
Oryza sativa,L-LYSINE AMINO ACID
Oryza sativa,L?LYSINE AMINO ACID
Oryza sativa,MYERS + AMINO ACIDS
Oryza sativa,NAC AMINO ACID
Oryza sativa,TAURINE (AMINO ACID)
Oryza sativa,TAURINE AMINO ACID
Oryza sativa,AMINO ACID 14S
Oryza sativa,AMINO ACID DRIP
Oryza sativa,AMINO ACID INJ
Oryza sativa,AMINO ACID MIX
Oryza sativa,AMINO ACID PED
Oryza sativa,AMINO ACID PREPS
Oryza sativa,AMINO ACID TA
Oryza sativa,AMINO ACIDS NOS W
Oryza sativa,BROEN C
Oryza sativa,BRONICA
Oryza sativa,BRONILIDE
Oryza sativa,BROWN MIXT
Oryza sativa,BROWN PILLS
Oryza sativa,RED RICE
Oryza sativa,BALYA
Oryza sativa,DAGLA
Oryza sativa,DAIVA
Oryza sativa,DANKA
Oryza sativa,DANOA
Oryza sativa,DAO
Oryza sativa,DAOLAN
Oryza sativa,DAPA
Oryza sativa,DAPTA
Oryza sativa,DARA
Oryza sativa,DATA
Oryza sativa,DAVA
Oryza sativa,DAVIA
Oryza sativa,DIOVA
Oryza sativa,DOCA
Oryza sativa,DODA
Oryza sativa,DONA
Oryza sativa,DOPA
Oryza sativa,DOXA
Oryza sativa,DUOVA
Oryza sativa,KATYA
Oryza sativa,LAMYA
Oryza sativa,LAXOYA
Oryza sativa,SOYA
Oryza sativa,AN YA
Oryza sativa,GU CI
Oryza sativa,GU YU
Oryza sativa,GUGUA
Oryza sativa,LUO YA
Oryza sativa,HYDROCYAPAP
Oryza sativa,HYDROXY/APAP
Oryza sativa,HYDROXYZ-PAM
Oryza sativa,HYDROXYZA HCL
Oryza sativa,HYDROXYZPAM
Oryza sativa,HYDROXYZPAN
Oryza sativa,TRISTART DHA
Oryza sativa,RED VINE LEAF
Oryza sativa,BORAGE SEED OIL
Oryza sativa,3M ESPE CONTROL RX 1.1% NAF DENTIFRICE
Oryza sativa,AARICEPT
Oryza sativa,ACE
Oryza sativa,ACRICEPT
Oryza sativa,ADRECOR W/ LICORICE
Oryza sativa,AERICEPT
Oryza sativa,AICD
Oryza sativa,AIRICEPT - PFIZER 10MG.
Oryza sativa,ALCOHOL (400 CC OF CHINESE RICE WINE)
Oryza sativa,ALICE
Oryza sativa,ALOE VERA (ALOE VERA) (+) CHAMOMILE (+) HIGH MALLOW (+) LICORICE (+) M
Oryza sativa,"ANIMAL ALLERGENS, HAMSTER EPITHELIA, MESOCRICETUS AURATUS"
Oryza sativa,ANTI-HYPERURICEMIA MEDICATION
Oryza sativa,ARICENT
Oryza sativa,ARICEP
Oryza sativa,ARICEP FLAS
Oryza sativa,ARICEPT                                 /JPN/
Oryza sativa,ARICEPT          (CONEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT   /01318902/ (DONEPEXIL HYDROCHLORIDE)
Oryza sativa,ARICEPT   /JPN/
Oryza sativa,ARICEPT (BONEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (CONEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (CONEZEPIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DENEPEZIL HYDROCHLORIDE)
Oryza sativa,"ARICEPT (DEONEPEZIL HYDROCHLORIDE) (5 MILLIGRAM, TABLETS) (DONEPEZIL H"
Oryza sativa,ARICEPT (DOMEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONAPAZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONEFEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONEPEIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONEPENZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONEPEXIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONEPEZIL HYDROCHLORIDE) (DONEPEZIL HYDORCHLORIDE)?
Oryza sativa,ARICEPT (DONEPEZIL HYDROCHLORIDE) (DONEPEZIL HYDROCHLOROTHIAZIDE)
Oryza sativa,ARICEPT (DONEPEZIL HYDROCHLORIDE) (TABLETS)
Oryza sativa,ARICEPT (DONEPEZIL HYDROCHLORIDE) (UNKNOWN)
Oryza sativa,ARICEPT (DONEPEZIL HYDROCHLORIDE) (UNKNOWN)?
Oryza sativa,"ARICEPT (DONEPEZIL HYDROCHLORIDE) FILM-COATED TABLET, 10 MG"
Oryza sativa,"ARICEPT (DONEPEZIL HYDROCHLORIDE) FILM-COATED TABLET, 5 MG"
Oryza sativa,ARICEPT (DONEPEZIL HYDROCHLORIDE) ONGOING
Oryza sativa,ARICEPT (DONEPEZIL HYDROCHLORIDE) ORODISPERSIBLE CR TABLET
Oryza sativa,ARICEPT (DONEPEZIL HYDROCHLORIDE) TABLET
Oryza sativa,"ARICEPT (DONEPEZIL HYDROCHLORIDE) TABLET, 5 MG"
Oryza sativa,ARICEPT (DONEPEZIL HYDROCHLORIDE) UNSPECIFIED
Oryza sativa,ARICEPT (DONEPEZIL) HCL
Oryza sativa,ARICEPT (DONEPEZILE HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONEPZEIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONNEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT (DONPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT )DONEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT / DONEPEZIL
Oryza sativa,ARICEPT /01318902/	
Oryza sativa,ARICEPT /JPN/
Oryza sativa,ARICEPT /JPN/(DONEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT 9DONEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT ASPIRIN
Oryza sativa,ARICEPT D
Oryza sativa,ARICEPT D (DONEPEZIL HYDROCHLORIDE) (TABLETS) (DONEPEZIL HYDROCHLORIDE
Oryza sativa,ARICEPT D (DONEPEZIL HYDROCHLORIDE) TABLET
Oryza sativa,ARICEPT D (DONEPEZIL HYDROCHLORIDE)(DONEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT D (DONEZEPIL HYDROCHLORIDE) (DONEZEPIL HYDROCHLORIDE)
Oryza sativa,ARICEPT D(DONEPEZIL HYDROCHLORIDE)
Oryza sativa,"ARICEPT JPN (DONEPEZIL HYDROCHLORIDE) TABLET, 5 MG"
Oryza sativa,ARICEPT OD (DONEPEZIL HYDROCHLORIDE)(DONEPEZIL HYDROCHLORIDE)
Oryza sativa,"ARICEPT TABLETS, SODIUM CHLORIDE"
Oryza sativa,ARICEPT(DONEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICEPT(DONEPEZIL HYDROCHLORIDE)(DONEPEZIL HYDROCHLORIDE)
Oryza sativa,ARICET (DONEPEZIL HYDROCHLORIDE) (UNKNOWN)
Oryza sativa,ARICETT
Oryza sativa,ATENOLOL-ARICEPT-SYNTHROID
Oryza sativa,ATTENUATED LIVE VARICELLA - ZOSTER VIRUS (OKA STRAIN)
Oryza sativa,"BENZO-JEL 220 MG/G GEL, DENTIFRICE"
Oryza sativa,BETA-SITOSTEROL/DANSHEN/GARLIC/RED YEAST RICE
Oryza sativa,BICA
Oryza sativa,BLACK LICORICE
Oryza sativa,BLACK LICORICE EXTRACT
Oryza sativa,BLINDED VARICELLA-ZOSTER VIRUS VACCINE INACTIVATED (OKA/MERCK)
Oryza sativa,BRACE
Oryza sativa,BRICEF
Oryza sativa,"BROWN MIXTURE (ANTIMONY POTASSIUM TARTRATE, GLYCEROL, LIQUORICE LIQUID"
Oryza sativa,BROWN MIXTURE (ANTIMONY POTASSIUM TARTRATE/LICORICE/OPIUM)
Oryza sativa,BUTALB-CAFF-ACETA-CODEINE) FIORICET W/CODEINE)
Oryza sativa,BUTALBITAL-ACETAMINOPHEN-CAFFEINE (FIORICET) 50-325-40 MG TABLET
Oryza sativa,"BUTALBITAL-ACETAMINOPHEN-CAFFEINE (FIORICET, ESGIC)"
Oryza sativa,BUTALBITAL-ACETAMINOPHEN-CAFLEINE (FLORICET)
Oryza sativa,BUTALBITAL/APAP/CODEINE (FIORICET W/CODEINE)
Oryza sativa,"CABAGIN (CINNAMON, POWDERED, DIASTASE, LIQURICE, MENTHOL, NISIN, SCOPO"
Oryza sativa,CALTRATE + CITRICEL
Oryza sativa,CARICEL
Oryza sativa,CHINESE LICORICE
Oryza sativa,CHINESE LICORICE (+) CHINESE PEONY (+) CINNAMON (+) EPHEDRA (+) GINGER
Oryza sativa,CITRICEL
Oryza sativa,CITRICEL (ALL OTHER THERAPEUTIC PRODUCTS)
Oryza sativa,COMPOUND LIQUORICE
Oryza sativa,COMPOUND LIQUORICE ORAL SOLUTION (UNK INGREDIENTS)
Oryza sativa,COMPOUND LIQUORICE TABLET
Oryza sativa,COMPOUND LIQUORICE TABLETS
Oryza sativa,"CONTROLRX DENTIFRICE   5000 PPM PRESCRIPTION   OMNI PHARMACEUTICALS,"
Oryza sativa,CORIANDER AND INDIAN LABURNUM AND LICORICE AND SENNA AND TAMARIND
Oryza sativa,CORICEDIN HBP
Oryza sativa,CP2D AND AS-3 NUTRICEL
Oryza sativa,CYSTEINE HYDROCHLORIDE/GLYCINE/LICORICE
Oryza sativa,DEGLYCYRRHIZINISED LIQUORICE
Oryza sativa,DEGLYCYRRHIZINIZED EXTRACT OF LIQUORICE
Oryza sativa,DENTIFRICES
Oryza sativa,DGL-LICORICE
Oryza sativa,DICA
Oryza sativa,DICEM
Oryza sativa,DILCE
Oryza sativa,DINE
Oryza sativa,DONEPEZIL -ARICEPT(R)-
Oryza sativa,DONEPEZIL HYDROCHLORIDE (ARICEPT) UNKNOWN
Oryza sativa,DONEPEZIL/ARICEPT
Oryza sativa,DONEZEPIL -ARICEPT-
Oryza sativa,DURICEF/TEFIDROX
Oryza sativa,DURICEF/TEFIDROX (500 MG)
Oryza sativa,EGYPTIAN LICORICE TEA
Oryza sativa,ERICA
Oryza sativa,ESGIC/FIORICET
Oryza sativa,ESOPHAGEAL VARICES
Oryza sativa,FACE
Oryza sativa,FEBRICET
Oryza sativa,FERRICET
Oryza sativa,FICO
Oryza sativa,FINRICET
Oryza sativa,FIORICEF
Oryza sativa,FIORICEL 50/325/40MG
Oryza sativa,FIORICENT
Oryza sativa,"FIORICEPT W/CODEINE (FIORICET W/CODEINE) (CODEINE PHOSPHATE, CAFFEINE,"
Oryza sativa,FIORICET  WITH CODEINE NUMBER 3
Oryza sativa,FIORICET (AXOTAL (OLD FORM) (UNKNOWN)
Oryza sativa,FIORICET (AXOTAL (OLD FORM)) (TABLETS)
Oryza sativa,FIORICET (AXOTAL /0072700/ )
Oryza sativa,FIORICET (AXOTAL /00727001/ (AXOTAL /00727001/)
Oryza sativa,FIORICET (AXOTAL /00727001/)
Oryza sativa,FIORICET (AXOTAL /00727001/) (AXOTAL /0072701/)
Oryza sativa,"FIORICET (AXOTAL /00727001/) (CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,"FIORICET (AXOTAL /OLD FORM/ (CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,"FIORICET (AXOTAL /OLD FORM/) (CAFFEINE, BUTABITAL PARACETAMOL)"
Oryza sativa,"FIORICET (AXOTAL /OLD FORM/) (CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,"FIORICET (AXOTAL) (CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,"FIORICET (AXOTAL/ 00727001/)(CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,FIORICET (AXOTAL/00727001/) (TABLET)
Oryza sativa,FIORICET (BUTALBITAL CAFFEINE PARACETAMOL)
Oryza sativa,"FIORICET (BUTALBITAL CAFFEINE, PARACETAMOL)"
Oryza sativa,"FIORICET (BUTALBITAL,  CAFFEINE. PARACETAMOL)"
Oryza sativa,"FIORICET (BUTALBITAL, ACETAMINOHPEN, CAFFEINE) (BUTALBITAL, ACETAMINOP"
Oryza sativa,"FIORICET (BUTALBITAL, CAFFEINE PARACETAMOL)"
Oryza sativa,"FIORICET (BUTALBITAL, CAFFEINE, PARACERTAMOL)"
Oryza sativa,"FIORICET (BUTALBITAL, CAFFEINE, PARACETAMOL)"
Oryza sativa,"FIORICET (BUTALBITAL, CAFFEINE, PARACETAMOL) TABLET"
Oryza sativa,"FIORICET (BUTALBITAL, CAFFEINE, PHARACETAMOL)"
Oryza sativa,"FIORICET (BUTALBITAL,CAFFEINE,PARACETAMOL)"
Oryza sativa,FIORICET (BUTALBITAL/CAFEEINE/PARACETAMOL)
Oryza sativa,"FIORICET (CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,"FIORICET (FIORICET WITH CODEINE) (CODEINE PHOSPHATE, CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,FIORICET (GE)
Oryza sativa,"FIORICET (PARACETAMOL, BUTALBITAL, CAFFEINE)"
Oryza sativa,"FIORICET (PARACETAMOL,CAFFEINE,BUTALBITAL)"
Oryza sativa,FIORICET (TABLETS) AXOTAL (OLD FORM)) TABLETS
Oryza sativa,FIORICET + CODEINE
Oryza sativa,FIORICET 50-300-40 MG
Oryza sativa,FIORICET 50-325-40 MG
Oryza sativa,FIORICET 50/325-40MG
Oryza sativa,FIORICET 50/325/40 (WATSON LABORATORIES)
Oryza sativa,FIORICET EQ
Oryza sativa,FIORICET PM
Oryza sativa,FIORICET TAB
Oryza sativa,FIORICET TABS
Oryza sativa,FIORICET W CODEINE
Oryza sativa,FIORICET W/ CODEINE
Oryza sativa,"FIORICET W/ CODEINE (FIORICET W/ CODEINE) (CODEINE PHOSPHATE, CAFFEINE"
Oryza sativa,FIORICET W/CODEINE
Oryza sativa,"FIORICET W/CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACETAM"
Oryza sativa,"FIORICET W/CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)"
Oryza sativa,"FIORICET W/CODEINE (BUTALBITAL, CAFFINE, CODINE, PHOSPHATE, PARACETAMO"
Oryza sativa,FIORICET W/CODEINE (BUTALBITAL/CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL)
Oryza sativa,FIORICET W/O CODEINE
Oryza sativa,FIORICET WATSON USE TO
Oryza sativa,"FIORICET WITH CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACE"
Oryza sativa,"FIORICET WITH CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)"
Oryza sativa,"FIORICET WITH CODEINE (CODEINE PHOSPHATE, CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,"FIORICET WITH CODEINE (FIORICET WITH CODEINE) (CODEINE PHOSPHATE, CAFFEINE,BUTALBITAL, PARACETAMOL)"
Oryza sativa,FIORICET WITH CODINE
Oryza sativa,"FIORICET(AXOTAL /OLD FORM/)(CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,"FIORICET(BUTALBITAL, CAFFEINE, PARACETAMOL)"
Oryza sativa,FIORICET-COD
Oryza sativa,FIORICET-COD 30-50--325-40
Oryza sativa,FIORICET-CODEINE
Oryza sativa,FIORICET/ACETAMINAPHEN
Oryza sativa,FIORICET/BUTALBITAL/CAFFEINE
Oryza sativa,FIORICET/CAFFEINE/CODEINE
Oryza sativa,FIORICET/COD
Oryza sativa,FIORICET/CODEINE
Oryza sativa,FIORICET/ESGIC
Oryza sativa,"FIORICET; AXOTAL (CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,FIORICETS (AXOTAL (OLD FORM))
Oryza sativa,FIORICETT
Oryza sativa,FIORICETTE
Oryza sativa,FIRORICET
Oryza sativa,FLORICEF
Oryza sativa,FLORICET
Oryza sativa,FLORICET (AXOTAL (OLD FORM)
Oryza sativa,FLORICET (FLORICET)
Oryza sativa,FLORICET WITH CODIENE
Oryza sativa,FORICET
Oryza sativa,FOURICET
Oryza sativa,FREEZE-DRIED LIVE ATTENUATED VARICELLA VACCINE
Oryza sativa,FRICEDONE
Oryza sativa,FUORICET
Oryza sativa,FURICET
Oryza sativa,"FURICET (CAFFEINE, BUTALBITAL, PARACETAMOL)"
Oryza sativa,"GLYCYRON #2 (CALICUM CARBONATE, GLYCINE, LICORICE, METHIONINE)"
Oryza sativa,"GLYCYRON #2 (LICORICE, GLYCINE, CALCIUM CARBONATE, METHIONINE)"
Oryza sativa,"GLYCYRON #2 (METHIONINE, LICORICE, GLYCINE, CALCIUM CARBONATE)"
Oryza sativa,HERBAL MEDICINE CONTAINING HONEY-BAKED LICORICE
Oryza sativa,HERBAL MEDICINE CONTAINING LICORICE
Oryza sativa,HICEE
Oryza sativa,HICET
Oryza sativa,HISTAL (BIODIASTASE (+) CALCIUM CARBONATE (+) LICORICE (+) LIPASE (+)
Oryza sativa,ICD
Oryza sativa,ICS
Oryza sativa,ICY
Oryza sativa,IGE
Oryza sativa,IMMUNOGLOBULIN VARICELLA-ZOSTER
Oryza sativa,IMMUNOGLOBULINES SP. ANTI-VARICELLE-ZONA
Oryza sativa,"INSULIN, BABY ASPIRIN, FIORICET, INHALERS, INJECTION IN HER EYES"
Oryza sativa,IORICET
Oryza sativa,IPAFRICEPT
Oryza sativa,IVE
Oryza sativa,JUICE
Oryza sativa,KINE
Oryza sativa,LAGRICEL
Oryza sativa,LAGRICEL OFTENO
Oryza sativa,LAURICE ACID
Oryza sativa,LEVETRICETA
Oryza sativa,LEVETRICETAM
Oryza sativa,LEVITERICETAM
Oryza sativa,LICORICE (GLYCYRRHIZA GLABRA)
Oryza sativa,LICORICE /01125801/ (KANZOU (LICORICE))
Oryza sativa,LICORICE ROOT/ELEUTHERO LIQUID
Oryza sativa,LICORICE TEA
Oryza sativa,LICORICE WITH ROOT
Oryza sativa,LICORICE [CINNAMOMUM CAMPHORA OIL;EUCALYPTUS GLOBULUS OIL;FERULA ASSA-
Oryza sativa,LICORICE/PEONY (LIQUORICE)
Oryza sativa,"LICORICE/PEONY (LIQUORICE, PEONY)"
Oryza sativa,LICT
Oryza sativa,LIPE
Oryza sativa,LIQUORICE                          /01125801/
Oryza sativa,LIQUORICE BASE
Oryza sativa,LIQUORICE [GLYCYRRHIZA GLABRA]
Oryza sativa,LIVE
Oryza sativa,LIVE ATTENUATED VARICELLA VACCINE
Oryza sativa,LOMBRICES
Oryza sativa,LORICEPT
Oryza sativa,LORICET
Oryza sativa,LYRICE
Oryza sativa,MACA NUTRICEUTIC
Oryza sativa,MARICEPT
Oryza sativa,MAXILIFE RICE TOCOTRIENOLS
Oryza sativa,MEASLES VACCINE/MUMPS VACCINE/RUBELLA VACCINE/VARICELLA-ZOSTER VACCINE
Oryza sativa,MEASLES VACCINE;MUMPS VACCINE;RUBELLA VACCINE;VARICELLA ZOSTER VACCINE
Oryza sativa,MIC
Oryza sativa,MITE
Oryza sativa,MMR (LIVE ATTENUATED) VARICELLA LIVE
Oryza sativa,NICO
Oryza sativa,NICOTINELL COATED GUM LIQUIRICE (NCH)
Oryza sativa,NIFE
Oryza sativa,NIPE
Oryza sativa,NIZE
Oryza sativa,NUTRICEE
Oryza sativa,NUTRICEUTICAL
Oryza sativa,OTC RED RICEYEAST
Oryza sativa,PAEONIAE RADIX / LICORICE EXTRACT
Oryza sativa,PEA AND RICE PROTEIN (PROTEIN SUPPLEMENTS)
Oryza sativa,PEONY LICORICE WATER EXTRACT GRANULES
Oryza sativa,PERICET DARVICE
Oryza sativa,PIC
Oryza sativa,PINE
Oryza sativa,PIORICET (FIORICET W/CODEINE)
Oryza sativa,PRICEFIL
Oryza sativa,PURICENT
Oryza sativa,PYGEUM RED YEAST RICE
Oryza sativa,RABE
Oryza sativa,RACEM
Oryza sativa,RBC
Oryza sativa,RBCS
Oryza sativa,RCC
Oryza sativa,RCI
Oryza sativa,RECOMBINANT VARICELLA ZOSTER VIRUS GLYCOPROTEIN E ANTIGEN.
Oryza sativa,RECOMBINANT VARICELLA ZOSTER VIRUS SURFACE GLYCOPROTEIN E
Oryza sativa,RED LEAF OR RICE SUPPLEMENT
Oryza sativa,RED MARINE ALGAE PLUS CATS CLAW LICORICE D3 L-LYSINE
Oryza sativa,RED RICE FOR 10 YEARS
Oryza sativa,RED RICE SEED
Oryza sativa,RED RICE SEED NATURAL SUPPLEMENT
Oryza sativa,RESE
Oryza sativa,RHZE
Oryza sativa,RI
Oryza sativa,RIBER
Oryza sativa,RIBES
Oryza sativa,RIBF
Oryza sativa,RICAP
Oryza sativa,RICE                               /08368701/
Oryza sativa,RICE EXTRACT
Oryza sativa,RICE PROTEIN
Oryza sativa,RICE [CARBOPLATIN;ETOPOSIDE;IFOSFAMIDE;RITUXIMAB]
Oryza sativa,RICHQ
Oryza sativa,RIDX
Oryza sativa,RIF
Oryza sativa,RIFA
Oryza sativa,RILEX
Oryza sativa,RIN
Oryza sativa,RING
Oryza sativa,RIO
Oryza sativa,RIPE
Oryza sativa,RISA
Oryza sativa,RISE
Oryza sativa,RISEK
Oryza sativa,RISET
Oryza sativa,RISO
Oryza sativa,RISP
Oryza sativa,RISPE
Oryza sativa,RISS
Oryza sativa,RITU
Oryza sativa,RITZ
Oryza sativa,RIVA
Oryza sativa,RIVO
Oryza sativa,RIZA
Oryza sativa,RIZE
Oryza sativa,RIZEK
Oryza sativa,RIZI
Oryza sativa,ROC
Oryza sativa,ROXICE
Oryza sativa,RTC
Oryza sativa,RYDE
Oryza sativa,RYE
Oryza sativa,"SHAKUYAKU-KANZO-TO  (LIQUORICE, PEONY)"
Oryza sativa,"SHAKUYAKU-KANZO-TO (LIQUORICE,  PEONY)"
Oryza sativa,"SHAKUYAKU-KANZO-TO (LIQUORICE, PEONY)"
Oryza sativa,"SHAKUYAKU-KANZO-TO (LIQUORICE, PEONY) GRANULES"
Oryza sativa,SHAKUYAKU-KANZO-TO (PEONY AND LICORICE ROOT)
Oryza sativa,SHINGLES VACCINE SOLUTION FOR INJECTION (RECOMBINANT VARICELLA ZOSTER VIRUS SURFACE GLYCOPROTEIN E)
Oryza sativa,SIORICETE
Oryza sativa,SPICE
Oryza sativa,STERICEF
Oryza sativa,TICHE
Oryza sativa,TICO
Oryza sativa,TIDE
Oryza sativa,"TORICEL, 25MG, WYETH"
Oryza sativa,TRICEBA
Oryza sativa,TRICEDA
Oryza sativa,TRICEF
Oryza sativa,TRICEROL
Oryza sativa,TUMERICE
Oryza sativa,TURMERICE
Oryza sativa,TWICE
Oryza sativa,UNKNOWN (FREEZE-DRIED LIVE ATTENUATED VARICELLA VACCINE)
Oryza sativa,URECE
Oryza sativa,URIC
Oryza sativa,URICA
Oryza sativa,URICED
Oryza sativa,URICED K
Oryza sativa,URICEF
Oryza sativa,URICEL
Oryza sativa,URICEMIA-LOWERING AGENT
Oryza sativa,URICET
Oryza sativa,URICET K
Oryza sativa,VACCINE AGAINST VARICELLA ZOSTER
Oryza sativa,VACCINE OKA VARICELLA
Oryza sativa,"VARICE, ZOSTER IMMUN GLOB [FORMULATION UNKNOWN) (VARICE, ZOSTER IMMUNE"
Oryza sativa,VARICELA
Oryza sativa,VARICELL
Oryza sativa,VARICELL?ZOSTER IMMUNE G
Oryza sativa,VARICELLA
Oryza sativa,VARICELLA  VACCINE
Oryza sativa,VARICELLA (CHICKENPOX VACCINATION)
Oryza sativa,"VARICELLA (VARICELLA VIRUS VACCINE, LIVE)"
Oryza sativa,VARICELLA IMMUNE GLOBULIN
Oryza sativa,VARICELLA IMMUNIZATION
Oryza sativa,VARICELLA VACC.
Oryza sativa,VARICELLA VACCINATION
Oryza sativa,VARICELLA VACCINE
Oryza sativa,VARICELLA VACCINE (LIVE)
Oryza sativa,VARICELLA VACCINE LIVE ATTENUATED
Oryza sativa,"VARICELLA VACCINE, LIVE"
Oryza sativa,VARICELLA VACCINES
Oryza sativa,VARICELLA VACCINES (NO INGREDIENTS/SUBSTANCES)
Oryza sativa,VARICELLA VIRUS
Oryza sativa,VARICELLA VIRUS VACCINE (NON-GSK)
Oryza sativa,VARICELLA VIRUS VACCINE LIVE
Oryza sativa,VARICELLA VIRUS VACCINE LIVE (OKA/MERCK)
Oryza sativa,VARICELLA VIRUS VACCINE LIVE (UNSPECIFIED)
Oryza sativa,"VARICELLA VIRUS VACCINE, LIVE"
Oryza sativa,VARICELLA VIRUS VACCINE/LIVE
Oryza sativa,VARICELLA ZOSTER BOOSTER
Oryza sativa,VARICELLA ZOSTER H
Oryza sativa,VARICELLA ZOSTER IMMUNE G (NOS)
Oryza sativa,VARICELLA ZOSTER IMMUNE GLOBULIN
Oryza sativa,VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN
Oryza sativa,VARICELLA ZOSTER IMMUNE-GLOBULIN
Oryza sativa,VARICELLA ZOSTER IMMUNOGLOBULIN
Oryza sativa,VARICELLA ZOSTER VACCINE
Oryza sativa,VARICELLA ZOSTER VACCINE BOOSTER
Oryza sativa,VARICELLA ZOSTER VACCINE LIVE
Oryza sativa,VARICELLA ZOSTER VACCINE LIVE (MAV/06)
Oryza sativa,VARICELLA ZOSTER VACCINE LIVE (OKA)
Oryza sativa,VARICELLA ZOSTER VACCINE LIVE (OKA/MERCK)
Oryza sativa,VARICELLA ZOSTER VIRUS IMMUNE GLOBULIN
Oryza sativa,VARICELLA ZOSTER VIRUS LIVE ATTENUATED OKA/MERCK STRAIN
