FAERS_drug_match,lookup_value,indi_pt
GRAPEFRUIT JUICE (ITRUS PARADISI FRUIT JUICE),Grapefruit,Medical diet
GRAPEFRUIT JUICE(CITRUS PARADIS FRUIT JUICE),Grapefruit,
GRAPEFRUIT PECTIN,Grapefruit,Drug use for unknown indication
"BAKUMONDOTO (GLYCYRRHIZA SPP. ROOT, OPHIOPOGON JAPONICUS TUBER, ORYZA SATIVA FRUIT, PANAX GINSENG ROOT, PINELLIA TERNATA TUBER, ZIZIPHUS JUJUBA VAR, INERMIS FRUIT)",Red yeast rice,
"BAKUMONDOTO (GLYCYRRHIZA SPP. ROOT, OPHIOPOGON JAPONICUS TUBER, ORYZA SATIVA FRUIT, PANAX GINSENG ROOT, PINELLIA TERNATA TUBER, ZIZIPHUS JUJUBA VAR. INERMIS FRUIT)",Red yeast rice,
ORYZA SATIVA (MONALESS),Red yeast rice,Blood cholesterol increased
RED RICE,Red yeast rice,Product used for unknown indication
RED RICE,Red yeast rice,Blood uric acid abnormal
RED RICE SEED,Red yeast rice,
RED RICVE YEAST,Red yeast rice,
RED RICE SEED NATURAL SUPPLEMENT,Red yeast rice,Blood cholesterol increased
RED EAST RICE,Red yeast rice,Product used for unknown indication
RES YEAST RICE,Red yeast rice,
1/DAY RED YEAST RICE,Red yeast rice,
BREAD YEAST RICE,Red yeast rice,Product used for unknown indication
CHINESE RED RICE,Red yeast rice,
CHOLEAST RED YEAST RICE EXTRACT,Red yeast rice,
DRY YEAST RICE,Red yeast rice,
K RED YEAST RICE,Red yeast rice,Drug use for unknown indication
"LEADER RED YEAST RICE, 600MG/CAPSULE, 90 CAPSULES",Red yeast rice,Supplementation therapy
RED RICE YEAST (YEAST) UNSPECIFIED,Red yeast rice,
RED RICE YEAST EXTRACT,Red yeast rice,Blood cholesterol abnormal
RED RICE YEAST EXTRACT,Red yeast rice,Blood cholesterol increased
RED RICE YEAST WITH CO Q 10,Red yeast rice,Drug use for unknown indication
RED RYE YEAST RICE,Red yeast rice,Blood cholesterol abnormal
RED YEAR RICE,Red yeast rice,
RED YEAST AND RICE,Red yeast rice,Drug use for unknown indication
RED YEAST CAPRICE,Red yeast rice,Product used for unknown indication
RED YEAST RICE (MONASCUS PURPUREUS) (CAPSULES),Red yeast rice,
RED YEAST RICE (MONASCUS PURPUREUS) (UNKNOWN),Red yeast rice,
RED YEAST RICE (OTHER CHOLESTEROL AND TRIGLYCERIDE REDUCERS),Red yeast rice,
RED YEAST RICE AND GARLE MAX GARLIC,Red yeast rice,Blood cholesterol
RED YEAST RICE COMPLEX,Red yeast rice,
RED YEAST RICE EXTRACT,Red yeast rice,Blood cholesterol
RED YEAST RICE EXTRACT,Red yeast rice,Nutritional supplementation
RED YEAST RICE EXTRACT,Red yeast rice,Rheumatoid arthritis
RED YEAST RICE EXTRACT,Red yeast rice,Routine health maintenance
RED YEAST RICE EXTRACT,Red yeast rice,Blood cholesterol decreased
RED YEAST RICE EXTRACT,Red yeast rice,Product used for unknown indication
RED YEAST RICE EXTRACT,Red yeast rice,Blood triglycerides
RED YEAST RICE EXTRACT,Red yeast rice,Blood cholesterol increased
RED YEAST RICE EXTRACT,Red yeast rice,Prophylaxis
RED YEAST RICE EXTRACT,Red yeast rice,Low density lipoprotein increased
RED YEAST RICE EXTRACT,Red yeast rice,Lipids abnormal
RED YEAST RICE EXTRACT,Red yeast rice,Medical diet
RED YEAST RICE EXTRACT 1200/600 MG,Red yeast rice,
RED YEAST RICE EXTRACT 600 MG,Red yeast rice,
RED YEAST RICE W COQ10,Red yeast rice,Blood cholesterol increased
RED YEAST RICE W COQ10,Red yeast rice,Blood test abnormal
RED YEAST RICE W COQ10,Red yeast rice,Blood triglycerides increased
RED YEAST RICE W/CO Q10,Red yeast rice,
RED YEAST RICE WITH PLANT STEROLS,Red yeast rice,Product used for unknown indication
RED YEAST RICE WITH PLANT STEROLS,Red yeast rice,Nutritional supplementation
RED YEAST RICE WITH PLANT STEROLS,Red yeast rice,Supplementation therapy
RED YEAST RICE WITH PLANT STEROLS,Red yeast rice,Arterial disorder
RED YEAST RICE WITH PLANT STEROLS,Red yeast rice,Blood cholesterol abnormal
RED YEAST RICE WITH PLANT STEROLS,Red yeast rice,Blood cholesterol increased
RED YEAST RICE-CONTAINS A STATIN,Red yeast rice,Supplementation therapy
RED YEASTY RICE,Red yeast rice,
RED YETI RICE,Red yeast rice,
RED YEYAST RICE,Red yeast rice,
RRED YEAST RICE,Red yeast rice,
UHE RED YEAST RICE CRANBERRY,Red yeast rice,
YEAST CAP RICE,Red yeast rice,
YEAST RICE,Red yeast rice,Product used for unknown indication
STEVIA CLEAR,Stevia,
STEVIA REBAUDIANA,Stevia,Phytotherapy
STEVIA REBAUDIANA,Stevia,Type 2 diabetes mellitus
STEVIA REBAUDIANA,Stevia,Product used for unknown indication
"ADRENAL HEALTH (BRAND) = (SIBERIAN RHODIOLA, RHODIOLA, HOLY BASIL, SCHISANDRA BERRY, ASHWAGANDHA ROOT) PHOSPHORYLATED SERINE",Withania somnifera,
ASHWAGANDHA,Withania somnifera,Product used for unknown indication
ASHWAGANDHA,Withania somnifera,Routine health maintenance
ASHWAGANDHA,Withania somnifera,Stress
ASHWAGANDHA,Withania somnifera,Arthropathy
ASHWAGANDHA,Withania somnifera,Prophylaxis
ASHWAGANDHA,Withania somnifera,Immune system disorder
ASHWAGANDHA,Withania somnifera,Anxiety
ASHWAGANDHA,Withania somnifera,Immunomodulatory therapy
ASHWAGANDHA,Withania somnifera,Sleep disorder
"ASHWAGANDHA,",Withania somnifera,
ASHWAGANDHA                        /01660201/,Withania somnifera,Product used for unknown indication
ASHWAGANDHA                        /01660201/,Withania somnifera,Immune system disorder
ASHWAGANDHA                        /01660201/,Withania somnifera,Abdominal discomfort
ASHWAGANDHA /01660201/,Withania somnifera,Pain
ASHWAGANDHA (+) CATS CLAW (+) PAU D'ARCO (+) RHODIOLA (+) STEMMACANTHA,Withania somnifera,
ASHWAGANDHA EXTRACT,Withania somnifera,Product used for unknown indication
ASHWAGANDHA ROOT EXTRACT,Withania somnifera,Attention deficit/hyperactivity disorder
ASHWAGANDHA (WITHANIA SOMNIFERA),Withania somnifera,
ASHWAGANDHA [WITHANIA SOMNIFERA],Withania somnifera,Product used for unknown indication
ASHWAGANDHA [WITHANIA SOMNIFERA],Withania somnifera,Menopause
ASHWAGANDHA [WITHANIA SOMNIFERA],Withania somnifera,Sedation
ASHWAGANDHA [WITHANIA SOMNIFERA],Withania somnifera,Supplementation therapy
ASHWAGANDHA [WITHANIA SOMNIFERA ROOT],Withania somnifera,Product used for unknown indication
ASHWAGANDHA [WITHANIA SOMNIFERA ROOT],Withania somnifera,Supplementation therapy
AYUR-ASHWAGANDHA,Withania somnifera,
BR. NUTRITION ASHWAGANDHA EXTRA STRENGTH,Withania somnifera,
PAPAYA SEEDS ASHWAGANDHA,Withania somnifera,
PURE ENCAPSULATIONS ASHWAGANDHA EXTRACT,Withania somnifera,
SOLGAR ASHWAGANDHA ROOT EXTRACT,Withania somnifera,
WITHANIA SOMNEFERA,Withania somnifera,
WITHANIA SOMNIFERA,Withania somnifera,Product used for unknown indication
WITHANIA SOMNIFERA,Withania somnifera,Drug use for unknown indication
WITHANIA SOMNIFERA ROOT.,Withania somnifera,Abdominal discomfort
"BUTCHER'S BROOM ROOT, 940 MG",Ruscus aculeatus,
RUSCUS ACULEATUS ^BUTCHER'S BROOM^,Ruscus aculeatus,
ASCORBIC ACID/HESPERIDIN METHYL CHALCONE/RUSCUS ACULEATUS,Ruscus aculeatus,
CYCLO 3 [ASCORBIC ACID;HESPERIDIN METHYL CHALCONE;RUSCUS ACULEATUS],Ruscus aculeatus,
"CYCLO 3          (MELILOTUS OFFICINALIS, RUSCUS ACULEATUS)",Ruscus aculeatus,
CYCLO 3 [MELILOTUS OFFICINALIS;RUSCUS ACULEATUS],Ruscus aculeatus,
"CYCLO (MELIOTUS OFFICINALIS, RUSCUS ACULEATUS)",Ruscus aculeatus,
"FIBLAST (ASCORBIC ACID, HESPERIDIN METHYL CHALCONE, RUSCUS ACULEATUS)",Ruscus aculeatus,
HESPERIDINA METILCHALCONA . ORAL (RUSCUS ACULEATUS EXTRACT),Ruscus aculeatus,
HESPERIDIN METHYL CHALCONE;RUSCUS ACULEATUS D,Ruscus aculeatus,Product used for unknown indication
PHLEBODRIL (ASCORBIC ACID/HESPERIDIN METHYL CHALCONE/RUSCUS ACULEATUS),Ruscus aculeatus,
PHLEBODRIL N (RUSCUS ACULEATUS MELILOTUS OFFICINALIS),Ruscus aculeatus,
RUSCUS ACULEATUS,Ruscus aculeatus,Joint swelling
RUSCUS ACULEATUS,Ruscus aculeatus,Poor peripheral circulation
RUSCUS ACULEATUS,Ruscus aculeatus,Cardiovascular disorder
RUSCUS ACULEATUS,Ruscus aculeatus,Nutritional supplementation
RUSCUS ACULEATUS,Ruscus aculeatus,Rosacea
RUSCUS ACULEATUS,Ruscus aculeatus,Postural orthostatic tachycardia syndrome
RUSCUS ACULEATUS EXTRACT,Ruscus aculeatus,Diabetic foot
RUSCUS ACULEATUS EXTRACT,Ruscus aculeatus,Drug use for unknown indication
"RUSCUS ACULEATUS, MELILOT (NON-ABBOTT)",Ruscus aculeatus,Drug use for unknown indication
RUSCUS ACULEATUS                    (RUSCUS ACULEATUS),Ruscus aculeatus,
CAT'S CLAW,Uncaria tomentosa,Arthralgia
CAT'S CLAW,Uncaria tomentosa,Inflammation
CAT'S CLAW,Uncaria tomentosa,Product used for unknown indication
CAT'S CLAW,Uncaria tomentosa,Nutritional supplementation
CAT'S CLAW,Uncaria tomentosa,Arthritis
CAT'S CLAW,Uncaria tomentosa,Chronic obstructive pulmonary disease
CAT'S CLAW,Uncaria tomentosa,Drug use for unknown indication
CAT'S CLAW BARK,Uncaria tomentosa,
CAT'S CLAW EXTRACT,Uncaria tomentosa,
CAT'S CLAW HERBAL REMEDY,Uncaria tomentosa,Drug use for unknown indication
CAT'S CLAW (UNCARIA TOMENTOSA),Uncaria tomentosa,
CATS CLAW [UNCARIA TOMENTOSA],Uncaria tomentosa,Product used for unknown indication
CATS CLAW (UNCARIA TOMENTOSA/GUIANENSIS) CAPSULES,Uncaria tomentosa,
CATS CLAW [UNCARIA TOMENTOSA STEM BARK],Uncaria tomentosa,Product used for unknown indication
UNCARIA TOMENTOSA,Uncaria tomentosa,Drug use for unknown indication
UNCARIA TOMENTOSA,Uncaria tomentosa,Product used for unknown indication
UNCARIA TOMENTOSA BARK POWDER,Uncaria tomentosa,Product used for unknown indication
UNCARIA TOMENTOSA/CUPHEA BALSAMONA/MAYTENUS ILICIFOLIA (HERBS),Uncaria tomentosa,Drug use for unknown indication
UNCARIA TOMENTOSA/CUPHEA BALSAMONA/MAYTENUS ILICIFOLIA (HERBS),Uncaria tomentosa,Product used for unknown indication
"ASARUM SPP. ROOT, CINNAMOMUM CASSIA BARK, EPHEDRA SPP. HERB, GLYCYRRHI",Cinnamomum verum,Product used for unknown indication
CASSIA (CINNAMOMUM VERUM) (CINNAMOMUM VERUM),Cinnamomum verum,
CASSIA CINNAMON,Cinnamomum verum,Phytotherapy
CINNAMOMUM CASSIA,Cinnamomum verum,Product used for unknown indication
CINNAMOMUM CASSIA BARK,Cinnamomum verum,Product used for unknown indication
CINNAMOMUM CASSIA BARK/EPHEDRA SPP. HERB/GLYCYRRHIZA SPP. ROOT/PAEONIA LACTIFLORA ROOT/PUERARIA LOBA,Cinnamomum verum,Musculoskeletal stiffness
"CINNAMOMUM CASSIA BARK, PAEONIA LACTIFLORA ROOT, PAEONIA X SUFFRUTICOS",Cinnamomum verum,Product used for unknown indication
CINNAMON BARK CASSIA,Cinnamomum verum,
CINNAMON [CINNAMOMUM CASSIA BARK],Cinnamomum verum,Supplementation therapy
CINNAMON [CINNAMOMUM CASSIA BARK],Cinnamomum verum,Product used for unknown indication
CINNAMON EXTRACT [CINNAMOMUM CASSIA TWIG],Cinnamomum verum,Inflammation
"GOREISAN /08015901/ (ALISMA PLANTAGO-AQUATICA VAR. ORIENTALE TUBER, ATRACTYLODES SPP. RHIZOME, CINNAMOMIUM CASSIA BARK, POLYPORUS UMBELLATUS SCLEROTIUM, PORIA COCOS SCLEROTIUM)",Cinnamomum verum,
"GOSHAJINKIGAN (ACHYRANTHES BIDENTATA ROOT, ACONITUM SPP. PROCESSED ROOT, ALISMA PLANTAGO-AQUATICA VAR. ORIENTALE TUBER, CINNAMOMUM CASSIA BARK, CORNUS OFFICINALIS FRUIT, DIOSCOREA SPP. RHIZOME, PAEONIA X SUFFRUTICOSA ROOT BARK, PLANTAGO ASIATICA SEED, PORIA COCOS SCLEROTIUM, REHMANNIA GLUTINOSA ROOT)",Cinnamomum verum,
"HACHIMIJIOGAN (ACONITUM SPP. PROCESSED ROOT, ALISMA PLANTAGO-AQUATICA VAR. ORIENTALE TUBER, CINNAMOMUM CASSIA BARK, CORNUS OFFICINALIS FRUIT, DIOSCOREA SPP. RHIZOME, PAEONIA X SUFFRUTICOSA ROOT BARK, PORIA COCOS SCLEROTIUM, REHMANNIA GLUTINOSA ROOT)",Cinnamomum verum,
KAKKONTO [CINNAMOMUM CASSIA BARK;EPHEDRA SPP.,Cinnamomum verum,Prophylaxis
KAKKONTO [CINNAMOMUM CASSIA BARK;EPHEDRA SPP. HERB;GLYCYRRHIZA SPP. RO,Cinnamomum verum,Product used for unknown indication
KAKKONTO [CINNAMOMUM CASSIA BARK;EPHEDRA SPP. HERB;GLYCYRRHIZA SPP. RO,Cinnamomum verum,Influenza
KAKKONTO [CINNAMOMUM CASSIA BARK;EPHEDRA SPP. HERB;GLYCYRRHIZA SPP. RO,Cinnamomum verum,Nasopharyngitis
KAKKONTO [CINNAMOMUM CASSIA BARK;EPHEDRA SPP. HERB;GLYCYRRHIZA SPP. RO,Cinnamomum verum,Prophylaxis
KAKKONTOKASENKYUSHIN'I [CINNAMOMUM CASSIA BARK;CNIDIUM OFFICINALE RHIZ,Cinnamomum verum,Product used for unknown indication
KEISHIKASHAKUYAKUTO [CINNAMOMUM CASSIA BARK;GLYCYRRHIZA SPP. ROOT;PAEO,Cinnamomum verum,Abdominal distension
"MAOTO (CINNAMOMUM CASSIA BARK, EPHEDRA SPP. HERB, GLYCYRRHIZA SPP. ROOT, PRUNIUS SPP. SEED)",Cinnamomum verum,
RYOKEIJUTSUKANTO [ATRACTYLODES LANCEA RHIZOME;CINNAMOMUM CASSIA BARK;G,Cinnamomum verum,
"SAIREITO /08000901/ (ALISMA PLANTAGO-AQUATICA VAR. ORIENTALE TUBER, ATRACTYLODES LANCEA RHIZOME, BUPLEURUM FALCATUM ROOT, CINNAMOMUM CASSIA BARK, GLYCYRRHIZA SPP. ROOT, PANAX GINSENG ROOT, PINELLIA TERNATA TUBER, POLYPORUS UMBELLATUS SCLEROTIUM, PORIA COCOS SCLEROTIUM, SCUTELLARIA BAICALENSIS ROOT, ZINGIBER OFFICINALE RHIZOME, ZIZIPHUS JUJUBA VAR. INERMIS FRUIT)",Cinnamomum verum,
SHOSEIRYUTO [ASARUM SPP. ROOT;CINNAMOMUM CASSIA BARK;EPHEDRA SPP.,Cinnamomum verum,
SHOSEIRYUTO [ASARUM SPP. ROOT;CINNAMOMUM CASSIA BARK;EPHEDRA SPP. HERB,Cinnamomum verum,Product used for unknown indication
SHOSEIRYUTO [ASARUM SPP. ROOT;CINNAMOMUM CASSIA BARK;EPHEDRA SPP. HERB,Cinnamomum verum,Seasonal allergy
SHOSEIRYUTO [ASARUM SPP. ROOT;CINNAMOMUM CASSIA BARK;EPHEDRA SPP. HERB,Cinnamomum verum,Nasopharyngitis
"CHROMIUM, CINNAMOMUM VERUM",Cinnamomum verum,
CHROMIUM/CINNAMOMUM VERUM/ZINC,Cinnamomum verum,
CHROMIUM W/CINNAMOMUM VERUM/ZINC,Cinnamomum verum,
CINNAMOMUM VERUM,Cinnamomum verum,Blood glucose
CINNAMOMUM VERUM,Cinnamomum verum,Product used for unknown indication
CINNAMOMUM VERUM,Cinnamomum verum,Diabetes mellitus
CINNAMOMUM VERUM,Cinnamomum verum,Blood glucose abnormal
CINNAMOMUM VERUM,Cinnamomum verum,Supplementation therapy
CINNAMOMUM VERUM,Cinnamomum verum,Routine health maintenance
CINNAMOMUM VERUM,Cinnamomum verum,Blood glucose decreased
CINNAMOMUM VERUM,Cinnamomum verum,Drug use for unknown indication
CINNAMOMUM VERUM,Cinnamomum verum,Blood glucose increased
CINNAMOMUM VERUM,Cinnamomum verum,Cardiac disorder
CINNAMOMUM VERUM BARK,Cinnamomum verum,Product used for unknown indication
CINNAMOMUM VERUM BARK,Cinnamomum verum,Macular degeneration
CINNAMOMUM VERUM BARK,Cinnamomum verum,Restlessness
CINNAMOMUM VERUM BARK,Cinnamomum verum,Liver disorder
CINNAMOMUM VERUM BARK,Cinnamomum verum,Pain
CINNAMOMUM VERUM BARK,Cinnamomum verum,Menorrhagia
CINNAMOMUM VERUM (CINNAMOMUM VERUM),Cinnamomum verum,
CINNAMOMUM VERUM OIL,Cinnamomum verum,
CINNAMON /01647501/ (CINNAMOMUM VERUM),Cinnamomum verum,
CINNAMON CAPSULE (CINNAMOMUM VERUM) (CINNAMOMUM VERUM),Cinnamomum verum,
CINNAMON ( CINNAMOMUM VERUM),Cinnamomum verum,
CINNAMON (CINNAMOMUM VERUM),Cinnamomum verum,
CINNAMON(CINNAMOMUM VERUM),Cinnamomum verum,
"CINNAMON (CINNAMOMUM VERUM) TABLET, 500 MG",Cinnamomum verum,
CINNAMON (CINNAMOMUM VERUM) (UNKNOWN),Cinnamomum verum,
CINNAMON (CINNAMOMUM VERUM)(UNKNOWN),Cinnamomum verum,
CINNAMON (CINNAMOMUN VERUM) (CINNAMOMUM VERUM),Cinnamomum verum,
CINNAMON PILLS (CINNAMOMUM VERUM),Cinnamomum verum,
CINNAMON WITH CHROMIUM (CINNAMOMUM VERUM),Cinnamomum verum,
CNNAMON (CINNAMOMUM VERUM) (CINNAMOMUM VERUM),Cinnamomum verum,
MENTHOL/THYMOL/SYZYGIUM AROMATICUM OIL/CINNAMOMUM VERUM BARK OIL/EUCALYPTUS GLOBULUS OIL/FOENICULUM,Cinnamomum verum,
"S.M. (CALCIUM CARBONATE, CINNAMOMUM VERUM POWDER, COPTIS TRIFOLIA, DIA",Cinnamomum verum,
ALPHA LIPSIS SOID.CINNAMON,Cinnamomum verum,
ATRACTYLODES LANCEA RHIZOME/ALISMA RHIZOME/POLYPORUS SCLEROTIUM/PORIA SCLEROTIUM/CINNAMON BARK,Cinnamomum verum,Blood glucose increased
BERBERTINE + CINNAMON BARK,Cinnamomum verum,
"CABAGIN (CINNAMON, POWDERED, DIASTASE, LIQURICE, MENTHOL, NISIN, SCOPO",Cinnamomum verum,
CHINESE LICORICE (+) CHINESE PEONY (+) CINNAMON (+) EPHEDRA (+) GINGER,Cinnamomum verum,
CHROMIUM;CINNAMON,Cinnamomum verum,Diabetes mellitus
CHROMIUM/CINNAMON,Cinnamomum verum,Diabetes mellitus
CHROMIUM/CINNAMON,Cinnamomum verum,Supplementation therapy
CHROMIUM/CINNAMON,Cinnamomum verum,Prophylaxis
CHROMIUM/CINNAMON,Cinnamomum verum,Blood glucose fluctuation
CHROMIUM/CINNAMON,Cinnamomum verum,Glycosylated haemoglobin
CHROMIUM/CINNAMON,Cinnamomum verum,Type 2 diabetes mellitus
CINNAMON                           /01647501/,Cinnamomum verum,Diabetes mellitus
CINNAMON                           /01647501/,Cinnamomum verum,Blood glucose increased
CINNAMON                           /01647501/,Cinnamomum verum,Product used for unknown indication
CINNAMON                           /01647501/,Cinnamomum verum,Irritable bowel syndrome
CINNAMON                           /01647501/,Cinnamomum verum,Supplementation therapy
CINNAMON                           /01647501/,Cinnamomum verum,Weight decreased
CINNAMON                           /01647501/,Cinnamomum verum,Routine health maintenance
CINNAMON                           /01647501/,Cinnamomum verum,Blood glucose
CINNAMON                           /01647501/,Cinnamomum verum,Blood glucose decreased
CINNAMON                           /01647501/,Cinnamomum verum,Blood glucose abnormal
CINNAMON                           /01647501/,Cinnamomum verum,Diabetes mellitus management
CINNAMON                           /01647501/,Cinnamomum verum,Glucose tolerance impaired
CINNAMON                           /01647501/,Cinnamomum verum,Pain
CINNAMON                           /01647501/,Cinnamomum verum,Phytotherapy
CINNAMON                           /01647501/,Cinnamomum verum,Type 2 diabetes mellitus
CINNAMON                           /01647501/,Cinnamomum verum,Hypertension
CINNAMON                           /01647501/,Cinnamomum verum,Blood cholesterol
CINNAMON                           /01647501/,Cinnamomum verum,Nutritional supplementation
CINNAMON                           /01647501/,Cinnamomum verum,Arthritis
CINNAMON                           /01647501/,Cinnamomum verum,Prophylaxis
CINNAMON                           /01647501/,Cinnamomum verum,Blood pressure management
CINNAMON                           /01647501/,Cinnamomum verum,Metabolic disorder
CINNAMON                           /01647501/,Cinnamomum verum,Food craving
CINNAMON /01647501/,Cinnamomum verum,Product used for unknown indication
CINNAMON /01647501/,Cinnamomum verum,Adverse event
CINNAMON /01647501/,Cinnamomum verum,Nutritional supplementation
CINNAMON                           /01647506/,Cinnamomum verum,Product used for unknown indication
CINNAMON                           /05656701/,Cinnamomum verum,Product used for unknown indication
CINNAMON                           /05656704/,Cinnamomum verum,Product used for unknown indication
CINNAMON 1000 MG WITH CHROMIUM,Cinnamomum verum,Product used for unknown indication
CINNAMON 1000/PLUS CHROMIUM,Cinnamomum verum,
CINNAMON 500 MG PLUS CHROMIUM METABOLISM SUPPORT,Cinnamomum verum,Diabetes mellitus
CINNAMON AND CHROMIUM,Cinnamomum verum,Blood pressure abnormal
CINNAMON AND GREEN TEA,Cinnamomum verum,
CINNAMON AND HONEY,Cinnamomum verum,
CINNAMON BARK EXTRACT,Cinnamomum verum,
CINNAMON BARK W/CHROMIMUN,Cinnamomum verum,
CINNAMON/CHRM,Cinnamomum verum,
CINNAMON+CHROM,Cinnamomum verum,Vitamin supplementation
CINNAMON/CHROME,Cinnamomum verum,
CINNAMON CHROMIUM,Cinnamomum verum,Glucose tolerance impaired
CINNAMON + CHROMIUM,Cinnamomum verum,
CINNAMON/CHROMIUM,Cinnamomum verum,Diabetes mellitus
CINNAMON/CHROMIUM,Cinnamomum verum,Product used for unknown indication
CINNAMON/CHRONDROITIN,Cinnamomum verum,Product used for unknown indication
CINNAMON (CINAMOMUM VERUM),Cinnamomum verum,
CINNAMON (CINNAMOMUN VERUM),Cinnamomum verum,
CINNAMON (CINNAMOM VERUM),Cinnamomum verum,
CINNAMON (CINNAMON VERUM),Cinnamomum verum,Blood glucose abnormal
CINNAMON (CINNAMOUM VERUM) (CAPSULES),Cinnamomum verum,
CINNAMON CITRACAL + D CLOTRIMAZOLE,Cinnamomum verum,
CINNAMON (CNINAMOMUM VERUM),Cinnamomum verum,
CINNAMON COMPLEX,Cinnamomum verum,
CINNAMON CR,Cinnamomum verum,
CINNAMON EXTRACT,Cinnamomum verum,Blood glucose abnormal
CINNAMON EXTRACT,Cinnamomum verum,Diabetes mellitus
CINNAMON EXTRACT,Cinnamomum verum,Blood glucose increased
CINNAMON EXTRACT [CINNAMOMUM BURMANNI],Cinnamomum verum,Product used for unknown indication
CINNAMON EXTRACT TABLETS,Cinnamomum verum,Routine health maintenance
CINNAMON EXTRACT TABLETS,Cinnamomum verum,Medical diet
CINNAMON GARLIC,Cinnamomum verum,
CINNAMON PLUS CHROMIUM,Cinnamomum verum,Diabetes mellitus
CINNAMON PLUS CHROMIUM,Cinnamomum verum,Immune enhancement therapy
CINNAMON PLUS CHROMIUM,Cinnamomum verum,Product used for unknown indication
CINNAMON PLUS CHROMIUM METABOLISM SUPPORT,Cinnamomum verum,
CINNAMON RED HOTS,Cinnamomum verum,Cough
CINNAMON TEA,Cinnamomum verum,
CINNAMON VERUM,Cinnamomum verum,
CINNAMON W/CHROMIUM,Cinnamomum verum,
CINNAMON W/ CHROMIUM,Cinnamomum verum,Product used for unknown indication
CINNAMON WITH CHROMIUM,Cinnamomum verum,Carbohydrate metabolism disorder
CINNAMON WITH CHROMIUM,Cinnamomum verum,Diabetes mellitus
CINNAMON WITH HONEY AND TEA COMBINATION,Cinnamomum verum,Blood cholesterol
CINNULIN PF (WATER CINNAMON EXTRACT),Cinnamomum verum,
"CINSULILN (CINNAMON, VITAMIN D3, 500IU)",Cinnamomum verum,
CINSULIN (CINNAMON AND CHROMIUM PICOLINATE),Cinnamomum verum,
CO-Q 10 W/CINNAMON,Cinnamomum verum,
COQ10 WITH CINNAMON,Cinnamomum verum,
"^GOOD HERBS ORIGINAL^ TEA - ROOBOIS, ROSEHIPS, CHAMOMILE, CINNAMON, LE",Cinnamomum verum,
HERBAL SUPPLEMENT WITH CINNAMON,Cinnamomum verum,Drug use for unknown indication
HONEY + CINNAMON,Cinnamomum verum,
INNAMON (CINNAMON VERUM) CAPSULE,Cinnamomum verum,
"KAIGEN (CAFFEINE, CINNAMON, GLYCYRRHIZA EXTRACT, METHYLEPHEDRINE HYDRO",Cinnamomum verum,
LOOSE LEAF TEA (YERBA MATE) W/DANDELION ROOT+TUMERIC+CINNAMON+OREGAN+THYME,Cinnamomum verum,
MISTURA CARMINATIVA (CARAWAY (+) CARDAMOM SEED (+) CINNAMON (+) GLYCER,Cinnamomum verum,
PURITAN'S PRIDE CINNAMON WITH HIGH POTENCY CHROMIUM COMPLEX,Cinnamomum verum,Supplementation therapy
VITAMIN C-CINNAMON,Cinnamomum verum,Product used for unknown indication
VITAMIN E CINNAMON,Cinnamomum verum,
WALGREENS BRAND CINNAMON CAPSULES,Cinnamomum verum,
FENUGREEK,Trigonelfa foenum,Product used for unknown indication
FENUGREEK,Trigonelfa foenum,Sinus disorder
FENUGREEK,Trigonelfa foenum,Breast feeding
FENUGREEK,Trigonelfa foenum,Suppressed lactation
FENUGREEK,Trigonelfa foenum,Routine health maintenance
FENUGREEK,Trigonelfa foenum,Phytotherapy
FENUGREEK,Trigonelfa foenum,Immune system disorder
FENUGREEK,Trigonelfa foenum,General physical condition
FENUGREEK,Trigonelfa foenum,Lactation disorder
FENUGREEK,Trigonelfa foenum,Blood cholesterol abnormal
FENUGREEK,Trigonelfa foenum,Lactation stimulation therapy
FENUGREEK,Trigonelfa foenum,Type 2 diabetes mellitus
FENUGREEK,Trigonelfa foenum,Drug use for unknown indication
FENUGREEK                          /01475701/,Trigonelfa foenum,Product used for unknown indication
FENUGREEK                          /01475701/,Trigonelfa foenum,Gout
FENUGREEK                          /01475701/,Trigonelfa foenum,Phytotherapy
FENUGREEK                          /01475701/,Trigonelfa foenum,Supplementation therapy
FENUGREEK                          /01475701/,Trigonelfa foenum,Lactation stimulation therapy
FENUGREEK AND THYME,Trigonelfa foenum,
FENUGREEK BLOOD SUGAR HEALTH,Trigonelfa foenum,Product used for unknown indication
